Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,AAPL,AMD,CSCO,INTC,NVDA
2010-01-04,23.73872547440031,24.110854052084285,23.715466883779744,23.994564056396484,29777369.55024905,81.51000213623047,1.4423978328704834,1.6113698482513428,1117.699951171875,17.440000534057617,92.49500274658203,10583.9599609375,5500.2998046875,1132.989990234375,2308.419921875,10654.7900390625,640.0999755859375,3.8410000801086426,6.572423458099365,9.699999809265137,18.205612182617188,14.773483276367188,4.2475457191467285
2010-01-05,23.917040780572833,24.110857964404527,23.75423357722617,24.0023193359375,38569309.47501336,81.7699966430664,1.4365959167480469,1.599078893661499,1118.0999755859375,17.7810001373291,91.58499908447266,10572.01953125,5522.5,1136.52001953125,2308.7099609375,10681.830078125,638.489990234375,3.755000114440918,6.583786487579346,9.710000038146973,18.12449836730957,14.766404151916504,4.3095703125
2010-01-06,23.94029142599347,24.0953457226359,23.6611957622274,23.855012893676758,45106983.47535652,83.18000030517578,1.4404033422470093,1.602384328842163,1135.9000244140625,18.163000106811523,92.35600280761719,10573.6796875,5530.0,1137.1400146484375,2301.090087890625,10731.4501953125,637.9500122070312,3.808000087738037,6.479064464569092,9.569999694824219,18.006519317626953,14.716876029968262,4.337137222290039
2010-01-07,23.746469212321674,23.800739239626804,23.405352198646014,23.606922149658203,39197335.69474154,82.66000366210938,1.4318032264709473,1.5933969020843506,1133.0999755859375,18.33300018310547,93.38999938964844,10606.8603515625,5526.7001953125,1141.68994140625,2300.050048828125,10681.66015625,641.969970703125,3.822000026702881,6.467087268829346,9.470000267028809,18.087631225585938,14.575373649597168,4.252139091491699
2010-01-08,23.47514145155748,23.94030158138942,23.44412998759109,23.769742965698242,39691749.659769066,82.75,1.44110906124115,1.602410078048706,1138.199951171875,18.45800018310547,92.66000366210938,10618.1904296875,5534.2001953125,1144.97998046875,2317.169921875,10798.3203125,644.5599975585938,3.808000087738037,6.5100812911987305,9.430000305175781,18.18348503112793,14.738103866577148,4.261328220367432
2010-01-11,23.808505378171947,23.84726970741553,23.35109812276134,23.467388153076172,53303376.53941054,82.5199966430664,1.4511260986328125,1.6112918853759766,1150.699951171875,18.683000564575195,92.09200286865234,10663.990234375,5538.10009765625,1146.97998046875,2312.409912109375,,643.989990234375,3.818000078201294,6.452652454376221,9.140000343322754,18.131874084472656,14.823006629943848,4.201601028442383
2010-01-12,23.374351684615363,23.568168865215338,23.188287368684314,23.31233024597168,51099589.557694286,80.79000091552734,1.447659969329834,1.615169644355774,1128.9000244140625,18.243000030517578,91.08000183105469,10627.259765625,5498.7001953125,1136.219970703125,2282.31005859375,10879.1396484375,635.5,3.7190001010894775,6.379251956939697,8.649999618530273,17.844303131103516,14.582448959350586,4.059175491333008
2010-01-13,23.459635095209947,23.66120516950285,23.265817886702308,23.529409408569336,40208155.17374437,79.6500015258789,1.4523905515670776,1.628611445426941,1136.4000244140625,18.538000106811523,91.43299865722656,10680.76953125,5473.5,1145.6800537109375,2307.89990234375,10735.0302734375,643.5599975585938,3.7829999923706055,6.469234466552734,9.149999618530273,18.16873550415039,14.830082893371582,4.1143059730529785
2010-01-14,23.498394953716645,24.110857964404527,23.459632108433407,24.0023193359375,49018769.124115415,79.38999938964844,1.4499897956848145,1.6333998441696167,1142.5999755859375,18.64299964904785,91.26699829101562,10710.5498046875,5498.2001953125,1148.4599609375,2316.739990234375,10907.6796875,646.4299926757812,3.7339999675750732,6.431767463684082,9.0,18.397323608398438,15.198004722595215,4.049984455108643
2010-01-15,24.09534798808769,24.219390845581234,23.808497955941675,23.924789428710938,61954194.58070718,78.0,1.4390974044799805,1.6269950866699219,1130.0999755859375,18.410999298095703,90.75,10609.650390625,5455.39990234375,1136.030029296875,2287.989990234375,10982.099609375,637.9600219726562,3.6760001182556152,6.324280738830566,8.84000015258789,17.991771697998047,14.716876029968262,3.930530548095703
2010-01-19,23.83951266752393,24.21939415535012,23.78524409479272,24.110857009887695,36108682.606464855,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,6.604054927825928,9.010000228881836,18.323585510253906,14.893758773803711,4.004042625427246
2010-01-20,23.88602409779228,23.986809839420474,23.49838981489987,23.715465545654297,42523093.19901459,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,6.502403736114502,8.869999885559082,17.999143600463867,14.91499137878418,3.9879603385925293
2010-01-21,23.730979233483662,23.816257798809463,23.258064776508125,23.265817642211914,56661840.09670722,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,6.390000820159912,8.989999771118164,17.68208122253418,14.745179176330566,3.9167473316192627
2010-01-22,23.258062434056185,23.413116775099674,22.358750804902634,22.4517822265625,79080978.51203091,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,6.073066711425781,7.880000114440918,16.93733787536621,14.087162971496582,3.7812111377716064
2010-01-25,22.668864999546816,22.994478033193662,22.560327814567284,22.730886459350586,49131121.5068913,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,6.236448764801025,8.069999694824219,16.95207977294922,14.377259254455566,3.845533847808838
2010-01-26,22.637844276309885,23.141768583141577,22.552564254995698,22.870424270629883,51663823.2661813,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,6.324587821960449,8.09000015258789,16.885723114013672,14.15084457397461,3.723780632019043
2010-01-27,22.75413820405447,23.118513985753975,22.4982995746255,23.00222396850586,49578049.13688778,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,6.384166240692139,8.1899995803833,17.070064544677734,14.320657730102539,3.8248581886291504
2010-01-28,23.13401539461556,23.15727398520394,22.39750962509961,22.60683250427246,91104682.67348403,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,6.120359897613525,7.880000114440918,16.605520248413086,14.094243049621582,3.696213722229004
2010-01-29,23.180536281086134,23.196042011612693,21.44393438722358,21.847074508666992,150315701.20656383,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,5.89832067489624,7.460000038146973,16.56865119934082,13.726318359375,3.535409927368164
2010-02-01,22.009881079187142,22.0796553904994,21.645505270218163,22.025386810302734,66619701.74938983,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,5.980319023132324,7.980000019073486,16.7603702545166,13.87490177154541,3.8064799308776855
2010-02-02,21.994373220705327,22.09515749901684,21.816060299527013,22.064146041870117,42185237.60014921,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,6.015021800994873,7.909999847412109,16.97420310974121,14.087162971496582,3.845533847808838
2010-02-03,21.909091455371858,22.319984357745547,21.80055432137817,22.195940017700195,47599865.37059558,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,6.118518352508545,7.809999942779541,17.011072158813477,14.035815238952637,3.877692937850952
2010-02-04,22.002125166140644,22.095158061240415,21.56022224150907,21.583480834960938,60354668.59886198,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,5.898014068603516,7.190000057220459,17.077438354492188,13.565102577209473,3.6525676250457764
