Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,ABT,BMY,BSX,GILD,MRK
2010-01-19,12.725018866181472,13.076862047195391,12.705471539497376,13.03125286102295,51043919.81142469,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,20.569883346557617,17.521772384643555,9.619999885559082,19.060964584350586,27.504735946655273
2010-01-20,13.063836644885248,13.265822054085573,12.946556357851197,12.992165565490723,51633547.71064575,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,20.584522247314453,17.39198112487793,9.479999542236328,18.96622657775879,27.782360076904297
2010-01-21,13.057318941638862,13.128990003647795,12.4904587660706,12.536067962646484,50287960.286431424,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,20.335628509521484,17.043603897094727,9.199999809265137,18.855026245117188,27.139095306396484
2010-01-22,12.54909480734722,12.976976019554375,12.314531892688994,12.353625297546387,40206299.78797797,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,19.95132064819336,16.804508209228516,9.0,18.97858238220215,26.31977653503418
2010-01-25,12.536068638460188,12.542584415859062,12.275443756292532,12.281959533691406,32106083.420315783,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,20.020858764648438,16.620071411132812,9.010000228881836,18.82619857788086,26.245283126831055
2010-01-26,12.197257297249843,12.31453882055878,12.138616535595373,12.23635196685791,28408896.244464196,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,19.940338134765625,16.599573135375977,9.029999732971191,18.4802303314209,26.1234130859375
2010-01-27,12.236348722025133,12.438332823740845,12.15816064630053,12.379692077636719,35587004.26525076,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,19.72805404663086,16.599573135375977,8.930000305175781,19.785837173461914,26.164031982421875
2010-01-28,12.425299711524728,12.444847038692393,12.125581484830105,12.138611793518066,33193086.918085773,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,19.746347427368164,16.462947845458984,8.720000267028809,19.567546844482422,25.710359573364258
2010-01-29,12.184221403443011,12.360142365081966,12.066939933845665,12.158158302307129,36516569.407945335,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,19.376680374145508,16.640560150146484,8.630000114440918,19.880563735961914,25.852556228637695
2010-02-01,12.242864608764648,12.373176412468867,12.18422386213269,12.242864608764648,25707853.192075275,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,19.52308464050293,16.654220581054688,8.420000076293945,19.69110679626465,25.933813095092773
2010-02-02,12.294990425671832,12.594708713317594,12.22983389795311,12.536067962646484,44073717.95149763,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,19.925701141357422,16.92746353149414,8.399999618530273,20.000003814697266,26.7734375
2010-02-03,12.286769882947047,12.391953470442237,12.109272108841184,12.240752220153809,74945260.34991015,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,20.00255584716797,16.736188888549805,8.359999656677246,19.579906463623047,26.21820640563965
2010-02-04,12.063251414730766,12.1224173245652,11.839736033997786,11.852884292602539,61967521.62913432,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,19.698766708374023,16.387813568115234,8.180000305175781,19.13921356201172,25.121259689331055
2010-02-05,11.773999151723698,11.954783367406852,11.570206104256544,11.806868553161621,59429369.695324935,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,19.75366973876953,16.3741455078125,8.210000038146973,19.10214614868164,24.870729446411133
2010-02-08,11.7739963590128,11.833162270677144,11.649090406178406,11.727978706359863,36571274.16990221,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,19.526742935180664,16.367313385009766,8.149999618530273,18.98270606994629,24.775930404663086
2010-02-09,11.747698633021889,11.931769205059691,11.60307032197878,11.754271507263184,46660229.719498925,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,19.526742935180664,16.565418243408203,8.229999542236328,19.069196701049805,24.694677352905273
2010-02-10,11.780571865541768,11.820015393299528,11.59209632789189,11.662240028381348,39416591.57077365,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,19.49380111694336,16.339994430541992,8.289999961853027,18.933277130126953,24.5118465423584
2010-02-11,11.66881428829269,11.852886176352458,11.58335310155357,11.747702598571777,35958568.80595365,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,19.59629249572754,16.319496154785156,7.46999979019165,19.25865364074707,24.972288131713867
2010-02-12,11.734554650720174,11.760849918922798,11.583353410365321,11.70168399810791,33096861.682200667,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,19.739028930664062,16.33315658569336,7.389999866485596,19.36161994934082,24.999378204345703
2010-02-16,11.852885996591638,11.885755393941922,11.576778795633006,11.649091720581055,41605344.72974569,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,19.980600357055664,16.53809928894043,7.409999847412109,19.303956985473633,25.500452041625977
2010-02-17,11.72798201428514,11.74113027700507,11.524188957675616,11.61622428894043,38300294.70921385,77.33000183105469,1.3606922626495361,1.5682092905044556,1119.5,16.097999572753906,91.05000305175781,10309.240234375,5276.60009765625,1099.510009765625,2226.2900390625,10306.830078125,624.8300170898438,3.742000102996826,20.03916358947754,16.74302864074707,7.75,20.03707504272461,25.28377342224121
2010-02-18,11.629371083086452,11.668814612377908,11.537334509556802,11.65566635131836,37552490.436823726,79.05999755859375,1.3461486101150513,1.5423054695129395,1118.0,16.059999465942383,91.97699737548828,10392.900390625,5325.10009765625,1106.75,2241.7099609375,10335.6904296875,629.3200073242188,3.802999973297119,20.11968421936035,16.968454360961914,7.789999961853027,20.366558074951172,25.249914169311523
2010-02-19,11.721406952390433,11.898904723356317,11.65566689789708,11.826590538024902,33303507.797904003,79.80999755859375,1.3615074157714844,1.5464078187942505,1121.300048828125,16.413000106811523,91.54000091552734,10402.349609375,5358.2001953125,1109.1700439453125,2243.8701171875,10123.580078125,631.6199951171875,3.7820000648498535,19.90373992919922,17.043603897094727,7.690000057220459,20.115324020385742,25.385337829589844
2010-02-22,11.813442838187084,11.931774691125446,11.688538107985309,11.80029582977295,38130599.32677466,80.16000366210938,1.3605626821517944,1.548658847808838,1112.5999755859375,16.222000122070312,91.23500061035156,10383.3798828125,5352.10009765625,1108.010009765625,2242.030029296875,10400.4697265625,632.25,3.7990000247955322,19.911056518554688,16.859153747558594,7.869999885559082,19.719938278198242,25.13480567932129
2010-02-23,11.72798201428514,11.793722073997442,11.576780754667988,11.61622428894043,31471948.087815214,78.86000061035156,1.3527040481567383,1.5445923805236816,1102.699951171875,15.887999534606934,90.16000366210938,10282.41015625,5315.10009765625,1094.5999755859375,2213.43994140625,10352.099609375,625.0700073242188,3.690999984741211,19.75366973876953,16.69521141052246,7.75,19.501651763916016,24.721763610839844
2010-02-24,11.642518574699245,11.846312867940474,11.570205643637197,11.708258628845215,44522166.12927712,80.0,1.354316234588623,1.5417109727859497,1096.5,15.9399995803833,90.27899932861328,10374.16015625,5342.89990234375,1105.239990234375,2235.89990234375,10198.830078125,630.4299926757812,3.694999933242798,19.88543701171875,16.879648208618164,7.800000190734863,19.588146209716797,25.006147384643555
2010-02-25,11.524187112250909,11.655665956733813,11.458447063065883,11.62937068939209,35144606.671562016,78.16999816894531,1.3536012172698975,1.5243902206420898,1107.800048828125,16.110000610351562,89.2699966430664,10321.0302734375,5278.2001953125,1102.93994140625,2234.219970703125,10101.9599609375,630.4600219726562,3.6419999599456787,19.808568954467773,16.722530364990234,7.730000019073486,19.52635955810547,24.762378692626953
2010-02-26,11.649089263980827,11.708255169843932,11.504462190697051,11.537331581115723,38942685.37544377,79.66000366210938,1.3631035089492798,1.523902416229248,1118.300048828125,16.5,88.9209976196289,10325.259765625,5354.5,1104.489990234375,2238.260009765625,10126.0302734375,628.5599975585938,3.5950000286102295,19.867137908935547,16.74302864074707,7.739999771118164,19.608734130859375,24.972288131713867
2010-03-01,11.603072710841804,11.741126922179754,11.55705505835815,11.66881275177002,29993977.133078616,78.69999694824219,1.356208086013794,1.4978805780410767,1117.800048828125,16.448999404907227,89.1500015258789,10403.7900390625,5405.89990234375,1115.7099609375,2273.570068359375,10172.0595703125,642.6500244140625,3.6059999465942383,19.870792388916016,16.66105842590332,7.769999980926514,19.567546844482422,25.236370086669922
2010-03-02,11.754275367287597,11.754275367287597,11.537334083367618,11.570204734802246,42508867.50670292,79.68000030517578,1.3620638847351074,1.5028102397918701,1136.9000244140625,17.04400062561035,88.73999786376953,10405.98046875,5484.10009765625,1118.31005859375,2280.7900390625,10221.83984375,648.3099975585938,3.614000082015991,19.97694206237793,16.8864803314209,7.820000171661377,19.579906463623047,25.317630767822266
2010-03-03,11.471595636406185,11.566917393741523,11.313819012506135,11.386133193969727,71703060.7628277,80.87000274658203,1.3701633214950562,1.5103002786636353,1142.699951171875,17.30900001525879,88.56999969482422,10396.759765625,5533.2001953125,1118.7900390625,2280.679931640625,10253.1396484375,649.260009765625,3.625,19.79393768310547,16.620071411132812,7.900000095367432,19.592262268066406,25.195751190185547
2010-03-04,11.39928577238066,11.43872931635118,11.320397430551962,11.392711639404297,37418511.52842065,80.20999908447266,1.3584003448486328,1.50360107421875,1132.5999755859375,17.1560001373291,89.16000366210938,10444.1396484375,5527.2001953125,1122.969970703125,2292.31005859375,10145.7197265625,652.469970703125,3.6059999465942383,19.79393768310547,16.7156982421875,7.920000076293945,19.382213592529297,25.148347854614258
2010-03-05,11.432150874748364,11.50446505634644,11.326967294544172,11.491316795349121,42539522.6872856,81.5,1.3628991842269897,1.5132943391799927,1134.800048828125,17.36199951171875,90.22000122070312,10566.2001953125,5599.7998046875,1138.699951171875,2326.35009765625,10368.9599609375,666.02001953125,3.681999921798706,19.88177490234375,17.269027709960938,7.889999866485596,19.608734130859375,25.385337829589844
2010-03-08,11.5636305432215,11.570204673473578,11.35326339070351,11.405855178833008,32040786.625357382,81.87000274658203,1.3616927862167358,1.504189133644104,1123.5999755859375,17.25200080871582,90.28600311279297,10552.51953125,5606.7001953125,1138.5,2332.2099609375,10585.919921875,667.1099853515625,3.7079999446868896,19.918378829956055,17.289514541625977,7.900000095367432,19.36161994934082,25.290536880493164
2010-03-09,11.34668963077981,11.386133159692491,11.274375449533917,11.326967239379883,35861843.86200836,81.48999786376953,1.3606922626495361,1.5016368627548218,1122.0,17.31800079345703,89.98899841308594,10564.3798828125,5602.2998046875,1140.449951171875,2340.679931640625,10567.650390625,669.6300048828125,3.7009999752044678,20.05746078491211,17.214372634887695,7.739999771118164,19.538713455200195,25.08062744140625
2010-03-10,11.31382136009182,11.405857952112044,11.248082549361227,11.274377822875977,37015327.44403144,82.08999633789062,1.3643310070037842,1.4970060586929321,1107.800048828125,16.993999481201172,90.47000122070312,10567.330078125,5640.60009765625,1145.6099853515625,2358.949951171875,10563.919921875,674.9299926757812,3.7200000286102295,20.14164161682129,17.521772384643555,7.650000095367432,19.472820281982422,24.83009910583496
2010-03-11,11.26123110729657,11.386137121853364,11.241509962921233,11.366415977478027,32306202.97620922,82.11000061035156,1.3685319423675537,1.507204532623291,1108.0,17.13599967956543,90.64800262451172,10611.83984375,5617.2998046875,1150.239990234375,2368.4599609375,10664.9501953125,677.219970703125,3.7200000286102295,20.32831382751465,17.733535766601562,7.860000133514404,19.3986873626709,25.221696853637695
2010-03-12,11.30724370268881,11.326964836017119,11.169189499956097,11.228355407714844,56173661.74298522,81.23999786376953,1.376993179321289,1.5216069221496582,1101.5,17.02400016784668,90.54000091552734,10624.6904296875,5625.7001953125,1149.989990234375,2367.659912109375,10751.259765625,676.5900268554688,3.7100000381469727,19.954984664916992,17.68572425842285,7.78000020980835,19.53048324584961,25.413188934326172
2010-03-15,11.175764660587536,11.359836529925955,11.169190530908983,11.346688270568848,28885689.283799715,79.80000305175781,1.3677457571029663,1.505434513092041,1105.0999755859375,17.08300018310547,90.31999969482422,10642.150390625,5593.89990234375,1150.510009765625,2362.2099609375,10751.98046875,674.4099731445312,3.7039999961853027,20.05746078491211,17.726701736450195,6.800000190734863,19.57166290283203,25.81667137145996
2010-03-16,11.372983535396035,11.425575318937437,11.248078833164598,11.346688270568848,34951302.68343754,81.69999694824219,1.3768794536590576,1.5236934423446655,1122.199951171875,17.33300018310547,90.29000091552734,10685.98046875,5620.39990234375,1159.4599609375,2378.010009765625,10721.7099609375,679.5800170898438,3.6530001163482666,20.013538360595703,17.754032135009766,7.090000152587891,19.551074981689453,25.94660758972168
2010-03-17,11.346685757996326,11.379555145223579,11.280945729655071,11.313815116882324,37241138.93165779,82.93000030517578,1.3738338947296143,1.5317922830581665,1124.0,17.50200080871582,90.40299987792969,10733.669921875,5644.60009765625,1166.2099609375,2389.090087890625,10846.98046875,683.97998046875,3.6419999599456787,19.947656631469727,17.747194290161133,6.949999809265137,19.43163299560547,26.042354583740234
2010-03-18,11.386133159692491,11.405855551092419,11.254654312021167,11.326967239379883,33468578.55416627,82.19999694824219,1.361396312713623,1.5253669023513794,1127.4000244140625,17.406999588012695,90.4800033569336,10779.169921875,5642.60009765625,1165.8299560546875,2391.280029296875,10744.0302734375,681.6099853515625,3.671999931335449,19.68047332763672,17.808679580688477,7.070000171661377,19.53048324584961,26.295391082763672
2010-03-19,11.372984854383912,11.372984854383912,11.044285855657357,11.116600036621094,73975911.94670253,80.68000030517578,1.353692889213562,1.5017945766448975,1107.4000244140625,17.017000198364258,90.5199966430664,10741.98046875,5650.10009765625,1159.9000244140625,2374.409912109375,10824.7197265625,673.8900146484375,3.687000036239624,19.567007064819336,17.767696380615234,7.130000114440918,19.7158203125,26.028671264648438
2010-03-22,11.175768352892646,11.34011788749401,11.162620089191552,11.274377822875977,46726460.07722271,81.25,1.356704831123352,1.5108022689819336,1099.300048828125,16.920000076293945,90.33999633789062,10785.8896484375,5644.5,1165.81005859375,2395.39990234375,,682.9099731445312,3.6630001068115234,19.717069625854492,18.08875274658203,6.949999809265137,19.83114242553711,26.192813873291016
2010-03-23,11.366412215943784,11.557056987177651,11.30724629462257,11.53076171875,48592936.12836521,81.91000366210938,1.3468012809753418,1.5021330118179321,1103.5,17.011999130249023,90.36599731445312,10888.830078125,5673.60009765625,1174.1700439453125,2415.239990234375,10774.150390625,690.2999877929688,3.680000066757202,19.88909149169922,18.30052375793457,7.019999980926514,19.670509338378906,26.32958984375
2010-03-24,11.576778411865234,11.642517204386573,11.53076075554546,11.576778411865234,48649802.90903106,80.61000061035156,1.3331022262573242,1.4898910522460938,1088.5999755859375,16.625999450683594,92.01399993896484,10836.150390625,5677.89990234375,1167.719970703125,2398.760009765625,10815.0302734375,683.6799926757812,3.8289999961853027,19.717069625854492,18.23221206665039,7.039999961853027,19.476940155029297,25.99447250366211
2010-03-25,11.662238446242615,11.688534963771739,11.405853669768488,11.432148933410645,31689656.968699247,80.52999877929688,1.3307074308395386,1.4844944477081299,1092.699951171875,16.726999282836914,92.51300048828125,10841.2099609375,5727.7001953125,1165.72998046875,2397.409912109375,10828.849609375,679.0999755859375,3.9010000228881836,19.588972091674805,18.293689727783203,6.960000038146973,18.9250431060791,25.83718490600586
2010-03-26,11.412431578672349,11.425578587903914,11.241507919788157,11.267803192138672,35619302.79097573,80.0,1.3410038948059082,1.4898022413253784,1104.199951171875,16.893999099731445,92.50700378417969,10850.3603515625,5703.0,1166.5899658203125,2395.1298828125,10996.3701171875,678.969970703125,3.8550000190734863,19.362041473388672,18.23221206665039,7.010000228881836,18.673812866210938,25.597824096679688
2010-03-29,11.294097483345636,11.399281059707295,11.267800962311652,11.359837532043457,32043219.029154122,82.16999816894531,1.3481086492538452,1.498194694519043,1110.300048828125,17.37299919128418,92.48999786376953,10895.8603515625,5710.7001953125,1173.219970703125,2404.360107421875,10986.4697265625,682.25,3.864000082015991,19.442564010620117,18.44397735595703,7.190000057220459,18.89621353149414,25.912416458129883
2010-03-30,11.386131794753142,11.43214944861599,11.26122583863468,11.346688270568848,27501165.216068562,82.37000274658203,1.3424079418182373,1.5074089765548706,1104.5,17.31599998474121,92.81999969482422,10907.419921875,5672.2998046875,1173.27001953125,2410.68994140625,11097.1396484375,683.9400024414062,3.868000030517578,19.21929168701172,18.49928092956543,7.25,18.78500747680664,25.755126953125
2010-03-31,11.28752608657707,11.353266151195104,11.234934285660133,11.274377822875977,38809123.06903056,83.76000213623047,1.3508037328720093,1.5183724164962769,1113.300048828125,17.511999130249023,93.5199966430664,10856.6298828125,5679.60009765625,1169.4300537109375,2397.9599609375,11089.9404296875,678.6400146484375,3.8329999446868896,19.281513214111328,18.457801818847656,7.21999979019165,18.727354049682617,25.543113708496094
2010-04-01,11.31381657787364,11.359835481375818,11.169189499956097,11.228355407714844,45437205.549052976,84.87000274658203,1.3584003448486328,1.5291922092437744,1125.0999755859375,17.875999450683594,93.8499984741211,10927.0703125,5744.89990234375,1178.0999755859375,2402.580078125,11244.400390625,683.97998046875,3.8589999675750732,19.383995056152344,18.63062286376953,7.230000019073486,18.797367095947266,25.78931427001953
2010-04-05,11.254653761298494,11.267800767701281,11.077156009046146,11.110025405883789,45196220.73253069,86.62000274658203,1.34890878200531,1.5298004150390625,1132.9000244140625,18.104000091552734,94.33000183105469,10973.5498046875,,1187.43994140625,2429.530029296875,11339.2998046875,697.6500244140625,3.99399995803833,19.373022079467773,18.506193161010742,7.210000038146973,18.879737854003906,25.57047462463379
2010-04-06,11.110027747662457,11.208637212847465,11.083732475427231,11.149471282958984,51018466.72752736,86.83999633789062,1.3401951789855957,1.5270905494689941,1135.0999755859375,17.91699981689453,93.79399871826172,10969.990234375,5780.39990234375,1189.43994140625,2436.81005859375,11282.3203125,701.47998046875,3.9679999351501465,19.340072631835938,18.2365779876709,7.139999866485596,18.743820190429688,25.4747314453125
2010-04-07,11.175765028946557,11.254653333802374,11.169190899051317,11.221782684326172,55576750.13258185,85.87999725341797,1.3348461389541626,1.5242043733596802,1152.300048828125,18.184999465942383,93.30899810791016,10897.51953125,5762.10009765625,1182.449951171875,2431.159912109375,11292.830078125,699.4600219726562,3.86299991607666,19.21563720703125,18.35409927368164,7.150000095367432,18.7191162109375,25.160146713256836
2010-04-08,11.221785525109732,11.280951455257622,11.188916121199743,11.267803192138672,34708427.090887725,85.38999938964844,1.336112380027771,1.5283042192459106,1152.199951171875,18.115999221801758,93.41999816894531,10927.0703125,5712.7001953125,1186.43994140625,2436.81005859375,11168.2001953125,699.6400146484375,3.8959999084472656,19.13511085510254,18.091407775878906,6.980000019073486,18.871503829956055,25.15329933166504
2010-04-09,11.294097887610668,11.37955907625587,11.287523757116857,11.340115547180176,28926824.286757097,84.91999816894531,1.3500925302505493,1.536995530128479,1161.0999755859375,18.34000015258789,93.16000366210938,10997.349609375,5771.0,1194.3699951171875,2454.050048828125,11204.33984375,702.9500122070312,3.888000011444092,19.299816131591797,18.146713256835938,6.96999979019165,18.862232208251953,25.28325080871582
2010-04-12,11.386137121853364,11.392711254607683,11.300675903822471,11.366415977478027,32305047.270123024,84.33999633789062,1.3596007823944092,1.5373972654342651,1161.5999755859375,18.402999877929688,93.18299865722656,11005.9697265625,5777.7001953125,1196.47998046875,2457.8701171875,11251.900390625,705.0599975585938,3.8459999561309814,19.277862548828125,18.174362182617188,6.940000057220459,18.89209747314453,25.201169967651367
2010-04-13,11.313820948686338,11.340117475132304,11.24150800873472,11.294099807739258,43294825.10025548,84.05000305175781,1.3608589172363281,1.5377753973007202,1152.800048828125,18.238000869750977,93.18000030517578,11019.419921875,5761.7001953125,1197.300048828125,2465.989990234375,11161.23046875,707.030029296875,3.811000108718872,19.296756744384766,17.960058212280273,6.900000095367432,19.08978843688965,25.098588943481445
2010-04-14,11.274374469601026,11.294096859286746,11.136321503462185,11.221782684326172,63037667.19958063,85.83999633789062,1.3655978441238403,1.5472211837768555,1159.0,18.40399932861328,93.31800079345703,11123.1103515625,5796.2998046875,1210.6500244140625,2504.860107421875,11204.900390625,722.4000244140625,3.8550000190734863,19.307832717895508,17.76649284362793,7.159999847412109,18.970348358154297,24.76348876953125
2010-04-15,11.228361112992635,11.28095291840223,11.14947277793447,11.169195175170898,39184030.71368799,85.51000213623047,1.3574045896530151,1.54655122756958,1159.699951171875,18.423999786376953,93.04000091552734,11144.5703125,5825.0,1211.6700439453125,2515.68994140625,11273.7900390625,724.2100219726562,3.8480000495910645,19.3262882232666,17.517627716064453,7.139999866485596,18.66556739807129,24.64722442626953
2010-04-16,11.175766839334708,11.182340970294906,11.044286727905273,11.044286727905273,49648564.41209098,83.23999786376953,1.3504024744033813,1.536405086517334,1136.300048828125,17.66900062561035,92.1500015258789,11018.66015625,5744.0,1192.1300048828125,2481.260009765625,11102.1796875,714.6199951171875,3.7699999809265137,19.28938102722168,17.614408493041992,7.340000152587891,18.822080612182617,24.421550750732422
