Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,BAC,C,JPM,MS,RF
2010-01-20,20.465231177005325,20.9253695872756,20.231509991275143,20.319154739379883,55298704.394326985,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,14.158879280090332,29.782957077026367,31.936107635498047,23.105070114135742,5.1941704750061035
2010-01-21,20.436012730724542,20.815810305731638,19.8517098407813,20.450620651245117,65844790.272883005,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,13.28307056427002,28.147478103637695,29.831552505493164,22.131982803344727,5.294502258300781
2010-01-22,20.428715525415225,20.75008291769121,19.844412442266556,19.910146713256836,50766418.377261944,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,12.79365062713623,27.975317001342773,28.816082000732422,20.970317840576172,5.093836307525635
2010-01-25,20.048912503099036,20.48713897214481,19.859013716404814,20.20229148864746,35291708.945375495,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,12.862342834472656,27.80316162109375,28.85287857055664,20.925058364868164,5.0552473068237305
2010-01-26,20.04891159118703,20.70625265794492,19.661810075176493,19.712936401367188,48636540.06847657,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,12.682028770446777,27.114547729492188,28.286266326904297,20.61578369140625,4.692502975463867
2010-01-27,19.647210203791342,20.625918941499688,19.632602278013373,20.596704483032227,46068107.18994662,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,13.042654991149902,27.54493522644043,28.94118309020996,21.122114181518555,4.761964321136475
2010-01-28,20.655130411057165,21.013016158160884,20.246116934577326,20.779294967651367,45363354.31721815,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,13.197210311889648,27.889249801635742,29.05155372619629,20.774477005004883,4.962631702423096
2010-01-29,20.77199245366966,21.30516913080638,20.728168682579422,20.76468849182129,64845791.553357325,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,13.034066200256348,28.577865600585938,28.654199600219727,20.237930297851562,4.9008893966674805
2010-02-01,20.888850049168788,21.246735769675492,20.823115795087137,21.12987518310547,33042362.364326395,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,13.240142822265625,28.750024795532227,29.16193962097168,20.82738494873047,5.12470817565918
2010-02-02,21.151793049880027,21.275957640553692,20.823123057924008,21.027629852294922,36742915.25836457,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,13.394697189331055,29.352567672729492,29.83892250061035,21.20524024963379,5.078400135040283
2010-02-03,20.903238464934024,21.05688567728273,20.47156489070832,20.5886287689209,32629831.21181575,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,13.33459186553955,29.00826644897461,29.647598266601562,21.076765060424805,4.931759357452393
2010-02-04,20.449619980117347,20.5447338750313,19.754551856588243,19.798450469970703,49924361.937031694,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,12.66485595703125,27.37277603149414,28.22003746032715,20.124568939208984,4.723376274108887
2010-02-05,19.974047153474277,20.274023582558183,19.47652625816055,20.061845779418945,50102667.15194383,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,12.879514694213867,27.717086791992188,28.183238983154297,20.600669860839844,4.769683837890625
2010-02-08,19.922828579875965,20.05452579928943,19.315559153533997,19.337509155273438,31772485.63673402,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,12.433022499084473,27.114547729492188,27.741731643676758,20.101898193359375,4.808271884918213
2010-02-09,19.674072819762603,19.856985364075793,19.29361578818027,19.542375564575195,34274372.048458226,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,12.42444133758545,27.37277603149414,28.24946403503418,20.502416610717773,4.854580879211426
2010-02-10,19.469214818933928,20.164281762677028,19.425314796414597,19.886255264282227,30805989.37639104,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,12.596163749694824,27.54493522644043,28.60267448425293,20.789596557617188,4.908607006072998
2010-02-11,19.864298929805784,19.930147547111613,19.542372511367486,19.81308364868164,26208875.89472647,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,12.561817169189453,27.631006240844727,28.713064193725586,20.4948673248291,4.924042701721191
2010-02-12,19.600906544813135,19.783819066975955,19.36677734421482,19.6667537689209,33168332.458881132,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,12.407265663146973,27.37277603149414,28.661558151245117,20.52509117126465,4.9008893966674805
2010-02-16,19.893563040218375,20.039892196655273,19.710650548038572,20.039892196655273,26410734.745841436,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,13.016894340515137,28.491785049438477,29.485702514648438,21.02386474609375,5.109273433685303
2010-02-17,20.186225662003146,20.22280760751421,19.82040062484544,19.995996475219727,36662765.72892298,77.33000183105469,1.3606922626495361,1.5682092905044556,1119.5,16.097999572753906,91.05000305175781,10309.240234375,5276.60009765625,1099.510009765625,2226.2900390625,10306.830078125,624.8300170898438,3.742000102996826,13.446210861206055,29.352567672729492,29.463634490966797,20.69891357421875,4.985785961151123
2010-02-18,19.974052105546317,20.171598016264575,19.87162151280892,20.003318786621094,22160150.537524886,79.05999755859375,1.3461486101150513,1.5423054695129395,1118.0,16.059999465942383,91.97699737548828,10392.900390625,5325.10009765625,1106.75,2241.7099609375,10335.6904296875,629.3200073242188,3.802999973297119,13.635116577148438,29.524730682373047,29.735898971557617,20.600669860839844,4.95491361618042
2010-02-19,19.813089306003818,20.105749135643254,19.805772635823814,20.0252685546875,23540335.34173352,79.80999755859375,1.3615074157714844,1.5464078187942505,1121.300048828125,16.413000106811523,91.54000091552734,10402.349609375,5358.2001953125,1109.1700439453125,2243.8701171875,10123.580078125,631.6199951171875,3.7820000648498535,13.635116577148438,29.438636779785156,29.45627212524414,20.714017868041992,5.070682048797607
2010-02-22,20.105743786054692,20.595949393587496,20.03257849923408,20.493518829345703,30621165.36026111,80.16000366210938,1.3605626821517944,1.548658847808838,1112.5999755859375,16.222000122070312,91.23500061035156,10383.3798828125,5352.10009765625,1108.010009765625,2242.030029296875,10400.4697265625,632.25,3.7990000247955322,13.91845989227295,29.782957077026367,30.05967140197754,20.940732955932617,5.255913257598877
2010-02-23,20.44961902908284,20.486200972614977,19.88624816741312,19.96673011779785,28355170.26120681,78.86000061035156,1.3527040481567383,1.5445923805236816,1102.699951171875,15.887999534606934,90.16000366210938,10282.41015625,5315.10009765625,1094.5999755859375,2213.43994140625,10352.099609375,625.0700073242188,3.690999984741211,13.68663215637207,28.836101531982422,29.34589958190918,20.517539978027344,5.039812088012695
2010-02-24,20.083796162697034,20.31792397560594,19.886250297238202,20.237442016601562,26180123.84184425,80.0,1.354316234588623,1.5417109727859497,1096.5,15.9399995803833,90.27899932861328,10374.16015625,5342.89990234375,1105.239990234375,2235.89990234375,10198.830078125,630.4299926757812,3.694999933242798,14.02149772644043,29.69687271118164,30.05967140197754,21.031423568725586,5.12470817565918
2010-02-25,19.878931209363905,20.105742326077333,19.783817320262038,20.07647705078125,25011895.062295716,78.16999816894531,1.3536012172698975,1.5243902206420898,1107.800048828125,16.110000610351562,89.2699966430664,10321.0302734375,5278.2001953125,1102.93994140625,2234.219970703125,10101.9599609375,630.4600219726562,3.6419999599456787,14.210395812988281,29.1804141998291,29.9051513671875,20.963409423828125,5.047527313232422
2010-02-26,20.113066049627186,20.12038271989588,19.703342283165437,20.003318786621094,37182247.771283366,79.66000366210938,1.3631035089492798,1.523902416229248,1118.300048828125,16.5,88.9209976196289,10325.259765625,5354.5,1104.489990234375,2238.260009765625,10126.0302734375,628.5599975585938,3.5950000286102295,14.304850578308105,29.266489028930664,30.883846282958984,21.29591941833496,5.209606170654297
2010-03-01,20.083794939887962,20.18622550292113,19.864299082016064,20.010629653930664,25103645.502001252,78.69999694824219,1.356208086013794,1.4978805780410767,1117.800048828125,16.448999404907227,89.1500015258789,10403.7900390625,5405.89990234375,1115.7099609375,2273.570068359375,10172.0595703125,642.6500244140625,3.6059999465942383,14.34778118133545,29.1804141998291,30.78080940246582,21.303482055664062,5.13242769241333
2010-03-02,20.047210177410975,20.63984630016318,20.025261570038605,20.39108657836914,33357533.88961482,79.68000030517578,1.3620638847351074,1.5028102397918701,1136.9000244140625,17.04400062561035,88.73999786376953,10405.98046875,5484.10009765625,1118.31005859375,2280.7900390625,10221.83984375,648.3099975585938,3.614000082015991,14.133123397827148,29.266489028930664,30.62628746032715,21.688892364501953,5.101555347442627
2010-03-03,20.449621496346996,20.815446557852223,20.442304827655466,20.63253402709961,26267849.046346,80.87000274658203,1.3701633214950562,1.5103002786636353,1142.699951171875,17.30900001525879,88.56999969482422,10396.759765625,5533.2001953125,1118.7900390625,2280.679931640625,10253.1396484375,649.260009765625,3.625,14.0643892288208,29.266489028930664,30.5600528717041,21.401721954345703,5.109273433685303
2010-03-04,20.742281719627584,20.903244247822336,20.639849751220115,20.800813674926758,22601770.26878252,80.20999908447266,1.3584003448486328,1.50360107421875,1132.5999755859375,17.1560001373291,89.16000366210938,10444.1396484375,5527.2001953125,1122.969970703125,2292.31005859375,10145.7197265625,652.469970703125,3.6059999465942383,14.090160369873047,29.524730682373047,30.847036361694336,22.066749572753906,5.147861480712891
2010-03-05,20.947143959404222,21.415401021764684,20.888612001048163,21.32760238647461,29671414.451460592,81.5,1.3628991842269897,1.5132943391799927,1134.800048828125,17.36199951171875,90.22000122070312,10566.2001953125,5599.7998046875,1138.699951171875,2326.35009765625,10368.9599609375,666.02001953125,3.681999921798706,14.347912788391113,30.127283096313477,31.5019588470459,22.22544288635254,5.279067516326904
2010-03-08,21.312966920774503,21.473930836821946,21.086155779221627,21.137371063232422,22909354.89711277,81.87000274658203,1.3616927862167358,1.504189133644104,1123.5999755859375,17.25200080871582,90.28600311279297,10552.51953125,5606.7001953125,1138.5,2332.2099609375,10585.919921875,667.1099853515625,3.7079999446868896,14.382272720336914,30.643735885620117,31.340059280395508,22.353919982910156,5.3871169090271
2010-03-09,21.056896861744168,21.378822000064936,20.83008425616223,21.20322608947754,22895094.636401296,81.48999786376953,1.3606922626495361,1.5016368627548218,1122.0,17.31800079345703,89.98899841308594,10564.3798828125,5602.2998046875,1140.449951171875,2340.679931640625,10567.650390625,669.6300048828125,3.7009999752044678,14.433828353881836,32.88175964355469,31.2149715423584,21.953386306762695,5.333092212677002
2010-03-10,21.312965100915175,21.825120688315128,21.291016492791442,21.634891510009766,31145098.470418617,82.08999633789062,1.3643310070037842,1.4970060586929321,1107.800048828125,16.993999481201172,90.47000122070312,10567.330078125,5640.60009765625,1145.6099853515625,2358.949951171875,10563.919921875,674.9299926757812,3.7200000286102295,14.700165748596191,34.086856842041016,31.590248107910156,22.64864158630371,5.626374244689941
2010-03-11,21.605629415661518,21.773908615112305,21.393450202475115,21.773908615112305,23506017.011460308,82.11000061035156,1.3685319423675537,1.507204532623291,1108.0,17.13599967956543,90.64800262451172,10611.83984375,5617.2998046875,1150.239990234375,2368.4599609375,10664.9501953125,677.219970703125,3.7200000286102295,14.70875072479248,35.980560302734375,31.77422523498535,22.686426162719727,5.695834159851074
2010-03-12,21.82512353915136,21.90560550081563,21.57636238083624,21.67879295349121,26830708.009152185,81.23999786376953,1.376993179321289,1.5216069221496582,1101.5,17.02400016784668,90.54000091552734,10624.6904296875,5625.7001953125,1149.989990234375,2367.659912109375,10751.259765625,676.5900268554688,3.7100000381469727,14.476783752441406,34.17293167114258,31.752140045166016,22.603302001953125,5.664963722229004
2010-03-15,21.569045921824014,21.869022369384766,21.408083392441533,21.869022369384766,19690095.520927615,79.80000305175781,1.3677457571029663,1.505434513092041,1105.0999755859375,17.08300018310547,90.31999969482422,10642.150390625,5593.89990234375,1150.510009765625,2362.2099609375,10751.98046875,674.4099731445312,3.7039999961853027,14.476783752441406,33.484317779541016,31.693275451660156,22.399259567260742,5.5800676345825195
2010-03-16,21.898287725342463,22.183630817896745,21.759273815541636,22.15436553955078,29413358.342309985,81.69999694824219,1.3768794536590576,1.5236934423446655,1122.199951171875,17.33300018310547,90.29000091552734,10685.98046875,5620.39990234375,1159.4599609375,2378.010009765625,10721.7099609375,679.5800170898438,3.6530001163482666,14.631430625915527,34.861549377441406,31.818355560302734,22.90558624267578,5.804197311401367
2010-03-17,22.24948097026965,22.43971017690559,22.139733726771357,22.351911544799805,24273371.728697225,82.93000030517578,1.3738338947296143,1.5317922830581665,1124.0,17.50200080871582,90.40299987792969,10733.669921875,5644.60009765625,1166.2099609375,2389.090087890625,10846.98046875,683.97998046875,3.6419999599456787,14.837626457214355,34.861549377441406,32.22309875488281,22.882917404174805,5.951040267944336
2010-03-18,22.293376055577653,22.359224670343515,21.839753815536916,22.161680221557617,24865053.265004203,82.19999694824219,1.361396312713623,1.5253669023513794,1127.4000244140625,17.406999588012695,90.4800033569336,10779.169921875,5642.60009765625,1165.8299560546875,2391.280029296875,10744.0302734375,681.6099853515625,3.671999931335449,14.674386024475098,34.60331726074219,32.11272048950195,22.73177146911621,5.796466827392578
2010-03-19,22.227527618408203,22.344592908769734,21.920234545549487,22.227527618408203,39349456.151780255,80.68000030517578,1.353692889213562,1.5017945766448975,1107.4000244140625,17.017000198364258,90.5199966430664,10741.98046875,5650.10009765625,1159.9000244140625,2374.409912109375,10824.7197265625,673.8900146484375,3.687000036239624,14.451008796691895,33.57038879394531,31.9729061126709,22.39170265197754,5.703722953796387
2010-03-22,22.015351486531355,22.38117653430288,21.986084812863965,22.249479293823242,20920802.831958007,81.25,1.356704831123352,1.5108022689819336,1099.300048828125,16.920000076293945,90.33999633789062,10785.8896484375,5644.5,1165.81005859375,2395.39990234375,,682.9099731445312,3.6630001068115234,14.571290016174316,34.775489807128906,32.186302185058594,22.369029998779297,5.889211654663086
2010-03-23,22.293378050904078,22.76895173244768,22.22752943024456,22.73968505859375,28768628.270134818,81.91000366210938,1.3468012809753418,1.5021330118179321,1103.5,17.011999130249023,90.36599731445312,10888.830078125,5673.60009765625,1174.1700439453125,2415.239990234375,10774.150390625,690.2999877929688,3.680000066757202,14.71734619140625,35.5501708984375,32.804412841796875,22.316133499145508,5.974226951599121
2010-03-24,22.564090569656784,22.886017024003458,22.439709989262294,22.578723907470703,26438616.963510927,80.61000061035156,1.3331022262573242,1.4898910522460938,1088.5999755859375,16.625999450683594,92.01399993896484,10836.150390625,5677.89990234375,1167.719970703125,2398.760009765625,10815.0302734375,683.6799926757812,3.8289999961853027,15.095379829406738,35.72233581542969,33.069313049316406,22.19521713256836,6.066970348358154
2010-03-25,22.703107080864278,23.4054906300111,22.607991769722275,22.725055694580078,34697999.91330345,80.52999877929688,1.3307074308395386,1.4844944477081299,1092.699951171875,16.726999282836914,92.51300048828125,10841.2099609375,5727.7001953125,1165.72998046875,2397.409912109375,10828.849609375,679.0999755859375,3.9010000228881836,15.241436004638672,36.7552604675293,33.069313049316406,21.84758758544922,5.943310737609863
2010-03-26,22.834796827092216,23.244521849748654,22.681150990229817,22.842113494873047,26397713.657490153,80.0,1.3410038948059082,1.4898022413253784,1104.199951171875,16.893999099731445,92.50700378417969,10850.3603515625,5703.0,1166.5899658203125,2395.1298828125,10996.3701171875,678.969970703125,3.8550000190734863,15.378897666931152,37.09959411621094,33.12818145751953,21.80224609375,5.896940231323242
2010-03-29,22.93722883840343,23.010394120884722,22.607985764993476,22.754316329956055,18496259.184205536,82.16999816894531,1.3481086492538452,1.498194694519043,1110.300048828125,17.37299919128418,92.48999786376953,10895.8603515625,5710.7001953125,1173.219970703125,2404.360107421875,10986.4697265625,682.25,3.864000082015991,15.49917984008789,35.980560302734375,33.010459899902344,22.240562438964844,5.904667377471924
2010-03-30,22.754316088288803,22.90064525618557,22.534820243176142,22.5640869140625,19709115.235893384,82.37000274658203,1.3424079418182373,1.5074089765548706,1104.5,17.31599998474121,92.81999969482422,10907.419921875,5672.2998046875,1173.27001953125,2410.68994140625,11097.1396484375,683.9400024414062,3.868000030517578,15.258615493774414,35.20586395263672,32.804412841796875,22.074304580688477,5.889211654663086
2010-03-31,22.37386344605313,22.798220513551374,22.37386344605313,22.76895523071289,20767159.63496339,83.76000213623047,1.3508037328720093,1.5183724164962769,1113.300048828125,17.511999130249023,93.5199966430664,10856.6298828125,5679.60009765625,1169.4300537109375,2397.9599609375,11089.9404296875,678.6400146484375,3.8329999446868896,15.33594036102295,34.861549377441406,32.92951583862305,22.1347599029541,6.066970348358154
2010-04-01,22.973812852418046,23.120143430568763,22.776266990568125,22.95186424255371,24174743.605217148,84.87000274658203,1.3584003448486328,1.5291922092437744,1125.0999755859375,17.875999450683594,93.8499984741211,10927.0703125,5744.89990234375,1178.0999755859375,2402.580078125,11244.400390625,683.97998046875,3.8589999675750732,15.49917984008789,35.980560302734375,33.283119201660156,22.066749572753906,6.005140781402588
2010-04-05,23.039663155544215,23.229892362827222,22.871383955240294,23.054296493530273,22550847.85567951,86.62000274658203,1.34890878200531,1.5298004150390625,1132.9000244140625,18.104000091552734,94.33000183105469,10973.5498046875,,1187.43994140625,2429.530029296875,11339.2998046875,697.6500244140625,3.99399995803833,15.57650089263916,36.669193267822266,33.400978088378906,22.1347599029541,6.329742908477783
2010-04-06,22.94454387880816,23.698142467033158,22.937227211527812,23.617660522460938,28900247.44987242,86.83999633789062,1.3401951789855957,1.5270905494689941,1135.0999755859375,17.91699981689453,93.79399871826172,10969.990234375,5780.39990234375,1189.43994140625,2436.81005859375,11282.3203125,701.47998046875,3.9679999351501465,15.885807037353516,36.92741775512695,33.76931381225586,22.187660217285156,6.607973575592041
2010-04-07,23.61766486867635,23.771313514327062,23.24452453729307,23.405487060546875,25252684.277228445,85.87999725341797,1.3348461389541626,1.5242043733596802,1152.300048828125,18.184999465942383,93.30899810791016,10897.51953125,5762.10009765625,1182.449951171875,2431.159912109375,11292.830078125,699.4600219726562,3.86299991607666,15.997492790222168,37.52997970581055,33.386253356933594,22.686426162719727,6.468858242034912
2010-04-08,23.259160127389404,23.712782462092594,23.090879523697588,23.581085205078125,23561769.97505356,85.38999938964844,1.336112380027771,1.5283042192459106,1152.199951171875,18.115999221801758,93.41999816894531,10927.0703125,5712.7001953125,1186.43994140625,2436.81005859375,11168.2001953125,699.6400146484375,3.8959999084472656,16.023256301879883,38.47682571411133,33.71038818359375,23.336349487304688,6.6466169357299805
2010-04-09,23.70545654698508,23.88836901172718,23.354263554091617,23.63228988647461,19832247.407169104,84.91999816894531,1.3500925302505493,1.536995530128479,1161.0999755859375,18.34000015258789,93.16000366210938,10997.349609375,5771.0,1194.3699951171875,2454.050048828125,11204.33984375,702.9500122070312,3.888000011444092,15.971720695495605,39.16544723510742,33.87245559692383,23.41191291809082,6.638885974884033
2010-04-12,23.70546413502357,23.924958604768975,23.610348841425232,23.720094680786133,18370563.19927688,84.33999633789062,1.3596007823944092,1.5373972654342651,1161.5999755859375,18.402999877929688,93.18299865722656,11005.9697265625,5777.7001953125,1196.47998046875,2457.8701171875,11251.900390625,705.0599975585938,3.8459999561309814,16.031856536865234,39.940155029296875,33.990333557128906,23.374126434326172,6.754815101623535
2010-04-13,23.529869671330662,23.588403025407654,23.215259870726676,23.522554397583008,27833436.14066562,84.05000305175781,1.3608589172363281,1.5377753973007202,1152.800048828125,18.238000869750977,93.18000030517578,11019.419921875,5761.7001953125,1197.300048828125,2465.989990234375,11161.23046875,707.030029296875,3.811000108718872,16.040449142456055,39.76799392700195,33.791419982910156,23.03404998779297,6.445672035217285
2010-04-14,23.749359034111873,24.451742385085716,23.668877085162578,24.34931182861328,39835343.91576396,85.83999633789062,1.3655978441238403,1.5472211837768555,1159.0,18.40399932861328,93.31800079345703,11123.1103515625,5796.2998046875,1210.6500244140625,2504.860107421875,11204.900390625,722.4000244140625,3.8550000190734863,16.667634963989258,42.43642044067383,35.16164016723633,23.532819747924805,6.81664514541626
2010-04-15,24.312734142326416,24.79562312954145,24.232252179286604,24.517595291137695,35040042.6433201,85.51000213623047,1.3574045896530151,1.54655122756958,1159.699951171875,18.423999786376953,93.04000091552734,11144.5703125,5825.0,1211.6700439453125,2515.68994140625,11273.7900390625,724.2100219726562,3.8480000495910645,16.73636245727539,41.40347671508789,35.2205810546875,23.336349487304688,6.592516899108887
2010-04-16,24.298097795617473,24.327364467830424,23.16404076208872,23.822526931762695,65734221.587213926,83.23999786376953,1.3504024744033813,1.536405086517334,1136.300048828125,17.66900062561035,92.1500015258789,11018.66015625,5744.0,1192.1300048828125,2481.260009765625,11102.1796875,714.6199951171875,3.7699999809265137,15.81706714630127,39.251529693603516,33.555686950683594,22.036514282226562,6.41475772857666
