Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,BAC,C,JPM,MS,WFC
2010-01-04,4.136812691264807,4.221709699556268,4.113658727536374,4.183120250701904,9072276.979850726,81.51000213623047,1.4423978328704834,1.6113698482513428,1117.699951171875,17.440000534057617,92.49500274658203,10583.9599609375,5500.2998046875,1132.989990234375,2308.419921875,10654.7900390625,640.0999755859375,3.8410000801086426,13.471972465515137,29.266489028930664,31.531375885009766,23.31627082824707,19.953964233398438
2010-01-05,4.136812703740134,4.3297610526531285,4.136812703740134,4.322042942047119,18284788.87440969,81.7699966430664,1.4365959167480469,1.599078893661499,1118.0999755859375,17.7810001373291,91.58499908447266,10572.01953125,5522.5,1136.52001953125,2308.7099609375,10681.830078125,638.489990234375,3.755000114440918,13.909873008728027,30.385499954223633,32.14213562011719,24.168668746948242,20.501752853393555
2010-01-06,4.329761032708102,4.391504445192677,4.283453473344672,4.376068592071533,17299980.421865482,83.18000030517578,1.4404033422470093,1.602384328842163,1135.9000244140625,18.163000106811523,92.35600280761719,10573.6796875,5530.0,1137.1400146484375,2301.090087890625,10731.4501953125,637.9500122070312,3.808000087738037,14.073015213012695,31.332359313964844,32.31874465942383,24.477937698364258,20.53096580505371
2010-01-07,4.3683495944466335,4.800553762093324,4.337477894473277,4.761964321136475,31975933.996781003,82.66000366210938,1.4318032264709473,1.5933969020843506,1133.0999755859375,18.33300018310547,93.38999938964844,10606.8603515625,5526.7001953125,1141.68994140625,2300.050048828125,10681.66015625,641.969970703125,3.822000026702881,14.536677360534668,31.418447494506836,32.95893859863281,24.832475662231445,21.275951385498047
2010-01-08,4.746530238300284,4.854581228434811,4.6847868153662695,4.769683837890625,20051427.25818858,82.75,1.44110906124115,1.602410078048706,1138.199951171875,18.45800018310547,92.66000366210938,10618.1904296875,5534.2001953125,1144.97998046875,2317.169921875,10798.3203125,644.5599975585938,3.808000087738037,14.407876968383789,30.9019718170166,32.87798309326172,24.32707405090332,21.078750610351562
2010-01-11,4.839142949731986,4.916322189755692,4.684784469684573,4.877732753753662,21172601.10746936,82.5199966430664,1.4511260986328125,1.6112918853759766,1150.699951171875,18.683000564575195,92.09200286865234,10663.990234375,5538.10009765625,1146.97998046875,2312.409912109375,,643.989990234375,3.818000078201294,14.536677360534668,31.24629020690918,32.76761245727539,24.168668746948242,21.034927368164062
2010-01-12,4.831425211744645,4.900886343784987,4.785117299691556,4.823707103729248,25449261.244766235,80.79000091552734,1.447659969329834,1.615169644355774,1128.9000244140625,18.243000030517578,91.08000183105469,10627.259765625,5498.7001953125,1136.219970703125,2282.31005859375,10879.1396484375,635.5,3.7190001010894775,14.047255516052246,30.299436569213867,32.002342224121094,23.482229232788086,20.509050369262695
2010-01-13,4.800555645749054,5.001222142333661,4.692504653444948,4.908607006072998,31686446.78741093,79.6500015258789,1.4523905515670776,1.628611445426941,1136.4000244140625,18.538000106811523,91.43299865722656,10680.76953125,5473.5,1145.6800537109375,2307.89990234375,10735.0302734375,643.5599975585938,3.7829999923706055,14.27050495147705,30.127283096313477,32.561588287353516,23.580286026000977,20.874242782592773
2010-01-14,4.893170650890648,5.070683161292605,4.862298941952898,5.0552473068237305,24605933.17851778,79.38999938964844,1.4499897956848145,1.6333998441696167,1142.5999755859375,18.64299964904785,91.26699829101562,10710.5498046875,5498.2001953125,1148.4599609375,2316.739990234375,10907.6796875,646.4299926757812,3.7339999675750732,14.442228317260742,30.21335220336914,32.88535690307617,23.535032272338867,21.1737003326416
2010-01-15,5.016656243776708,5.055246054398259,4.839143777353052,5.032092094421387,21999426.85684376,78.0,1.4390974044799805,1.6269950866699219,1130.0999755859375,18.410999298095703,90.75,10609.650390625,5455.39990234375,1136.030029296875,2287.989990234375,10982.099609375,637.9600219726562,3.6760001182556152,13.961393356323242,29.438636779785156,32.14213562011719,22.91647720336914,20.509050369262695
2010-01-19,4.947193922721654,5.0629629676318535,4.9086044864313525,5.024373531341553,17748849.70822108,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,14.01291275024414,30.47157859802246,31.847808837890625,23.504854202270508,20.65513038635254
2010-01-20,4.985786236491082,5.20188821894082,4.9471964127579975,5.1941704750061035,25282566.83092396,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,14.158879280090332,29.782957077026367,31.936107635498047,23.105070114135742,20.319154739379883
2010-01-21,5.23275885181653,5.610937400542435,5.217323000195467,5.294502258300781,62845972.12087502,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,13.28307056427002,28.147478103637695,29.831552505493164,22.131982803344727,20.450620651245117
2010-01-22,5.248195206553543,5.286784655295695,5.008938931461273,5.093836307525635,37527373.13052919,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,12.79365062713623,27.975317001342773,28.816082000732422,20.970317840576172,19.910146713256836
2010-01-25,5.093836758986017,5.163298288105852,4.862298941952898,5.0552473068237305,26348797.168723036,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,12.862342834472656,27.80316162109375,28.85287857055664,20.925058364868164,20.20229148864746
2010-01-26,4.823707888925802,4.99350224468732,4.677067124940093,4.692502975463867,52122594.88861931,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,12.682028770446777,27.114547729492188,28.286266326904297,20.61578369140625,19.712936401367188
2010-01-27,4.669349221216404,4.893169230033088,4.669349221216404,4.761964321136475,29708019.57463653,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,13.042654991149902,27.54493522644043,28.94118309020996,21.122114181518555,20.596704483032227
2010-01-28,4.900888285910801,5.055247195211329,4.777401452886211,4.962631702423096,30028862.07923847,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,13.197210311889648,27.889249801635742,29.05155372619629,20.774477005004883,20.779294967651367
2010-01-29,5.008940400053097,5.070684198579039,4.877735794237643,4.9008893966674805,22410879.984891396,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,13.034066200256348,28.577865600585938,28.654199600219727,20.237930297851562,20.76468849182129
2010-02-01,4.947195675380845,5.1401440292477405,4.931759821792285,5.12470817565918,23619193.89355429,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,13.240142822265625,28.750024795532227,29.16193962097168,20.82738494873047,21.12987518310547
2010-02-02,5.1632975057653825,5.232759024360441,5.016656726520118,5.078400135040283,27531334.935808152,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,13.394697189331055,29.352567672729492,29.83892250061035,21.20524024963379,21.027629852294922
2010-02-03,5.001220876070795,5.0552465425539665,4.846862354718507,4.931759357452393,26527926.42008489,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,13.33459186553955,29.00826644897461,29.647598266601562,21.076765060424805,20.5886287689209
2010-02-04,4.885452943437902,4.893171055320155,4.653915107267759,4.723376274108887,31754672.721563715,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,12.66485595703125,27.37277603149414,28.22003746032715,20.124568939208984,19.798450469970703
2010-02-05,4.731094382566781,4.815991405091136,4.561299601478409,4.769683837890625,19153136.777100768,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,12.879514694213867,27.717086791992188,28.183238983154297,20.600669860839844,20.061845779418945
2010-02-08,4.769682075830741,4.970348494254083,4.677066975644442,4.808271884918213,19495420.00224718,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,12.433022499084473,27.114547729492188,27.741731643676758,20.101898193359375,19.337509155273438
2010-02-09,4.877734845155972,4.978067716196199,4.823709169965233,4.854580879211426,16903511.801105686,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,12.42444133758545,27.37277603149414,28.24946403503418,20.502416610717773,19.542375564575195
2010-02-10,4.839145469867582,5.001222142333661,4.823709613824139,4.908607006072998,13983200.966614876,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,12.596163749694824,27.54493522644043,28.60267448425293,20.789596557617188,19.886255264282227
2010-02-11,4.954914412802467,5.02437594674525,4.908606846180554,4.924042701721191,15194453.250542047,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,12.561817169189453,27.631006240844727,28.713064193725586,20.4948673248291,19.81308364868164
2010-02-12,4.877735794237643,4.931761111920514,4.792838393281864,4.9008893966674805,17077014.29527785,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,12.407265663146973,27.37277603149414,28.661558151245117,20.52509117126465,19.6667537689209
2010-02-16,4.947196751732821,5.132427403115597,4.908607293375476,5.109273433685303,13724496.575905778,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,13.016894340515137,28.491785049438477,29.485702514648438,21.02386474609375,20.039892196655273
