Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,CMCSA,FB,NFLX,T,VZ
2013-11-07,45.099998474121094,50.09000015258789,44.0,44.900001525878906,117701600.0,94.19999694824219,1.351807951927185,1.6085445880889893,1308.4000244140625,21.638999938964844,98.6500015258789,15593.98046875,6697.2001953125,1747.1500244140625,3857.330078125,14228.4404296875,1079.0899658203125,2.61299991607666,20.455421447753906,47.560001373291016,46.69428634643555,21.674827575683594,35.07841110229492
2013-11-08,45.93000030517578,46.939998626708984,40.689998626708984,41.650001525878906,27925300.0,94.5999984741211,1.3409138917922974,1.6088809967041016,1284.5,21.30699920654297,98.1709976196289,15761.7802734375,6708.39990234375,1770.6099853515625,3919.22998046875,14086.7998046875,1099.969970703125,2.746000051498413,20.862451553344727,47.529998779296875,47.842857360839844,21.71186065673828,35.09938049316406
2013-11-11,40.5,43.0,39.400001525878906,42.900001525878906,16113900.0,95.13999938964844,1.3347926139831543,1.6004866361618042,1281.0,21.27199935913086,99.1989974975586,15783.099609375,6728.39990234375,1771.8900146484375,3919.7900390625,14269.83984375,1101.5,2.750999927520752,20.503053665161133,46.20000076293945,48.272857666015625,21.625436782836914,34.93156433105469
2013-11-12,43.65999984741211,43.779998779296875,41.83000183105469,41.900001525878906,6316700.0,93.04000091552734,1.3409318923950195,1.5986955165863037,1271.0999755859375,20.76799964904785,99.13800048828125,15750.669921875,6726.7998046875,1767.68994140625,3919.919921875,14588.6796875,1101.469970703125,2.7679998874664307,20.342836380004883,46.61000061035156,47.67571258544922,21.71186065673828,35.07141876220703
2013-11-13,41.029998779296875,42.869998931884766,40.7599983215332,42.599998474121094,8688300.0,93.87999725341797,1.3439956903457642,1.589092493057251,1268.300048828125,20.43199920654297,99.61699676513672,15821.6298828125,6630.0,1782.0,3965.580078125,14567.16015625,1112.1800537109375,2.7249999046325684,20.52037811279297,48.709999084472656,47.89714431762695,21.650131225585938,34.95255661010742
2013-11-14,42.34000015258789,45.66999816894531,42.2400016784668,44.689998626708984,11099400.0,93.76000213623047,1.3489633798599243,1.6049045324325562,1286.199951171875,20.711999893188477,99.21800231933594,15876.2197265625,6666.10009765625,1790.6199951171875,3972.739990234375,14876.41015625,1111.43994140625,2.7019999027252197,20.650283813476562,48.9900016784668,48.93857192993164,21.705698013305664,35.14833068847656
2013-11-15,45.25,45.27000045776367,43.43000030517578,43.97999954223633,8010600.0,93.83999633789062,1.3448994159698486,1.6058067083358765,1287.300048828125,20.716999053955078,100.23999786376953,15961.7001953125,6693.39990234375,1798.1800537109375,3985.969970703125,15165.919921875,1116.199951171875,2.7090001106262207,20.667600631713867,49.0099983215332,49.96571350097656,21.87237548828125,35.176300048828125
2013-11-18,43.5,43.95000076293945,40.849998474121094,41.13999938964844,12810600.0,93.02999877929688,1.3483994007110596,1.6113957166671753,1272.199951171875,20.349000930786133,100.35399627685547,15976.01953125,6723.5,1791.530029296875,3949.070068359375,15164.2998046875,1107.2900390625,2.677999973297119,20.516042709350586,45.83000183105469,48.82428741455078,21.977323532104492,35.49094009399414
2013-11-19,41.38999938964844,41.900001525878906,40.0,41.75,7436600.0,93.33999633789062,1.3504389524459839,1.6115256547927856,1273.4000244140625,20.326000213623047,99.86299896240234,15967.0302734375,6698.0,1787.8699951171875,3931.550048828125,15126.5595703125,1101.3800048828125,2.7119998931884766,20.55068588256836,46.36000061035156,48.18428421020508,22.0513973236084,35.504913330078125
2013-11-20,41.400001525878906,41.75,40.5099983215332,41.04999923706055,5767300.0,93.33000183105469,1.3567416667938232,1.6138923168182373,1257.9000244140625,20.049999237060547,100.18099975585938,15900.8203125,6681.10009765625,1781.3699951171875,3921.27001953125,15076.080078125,1099.7900390625,2.7920000553131104,20.286548614501953,46.43000030517578,48.50285720825195,21.85385513305664,35.23923110961914
