Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,CMCSA,FB,NFLX,TWTR,VZ
2010-01-04,14.02618216382036,14.124923703734426,13.962000822044597,14.110112190246582,14384908.885228133,81.51000213623047,1.4423978328704834,1.6113698482513428,1117.699951171875,17.440000534057617,92.49500274658203,10583.9599609375,5500.2998046875,1132.989990234375,2308.419921875,10654.7900390625,640.0999755859375,3.8410000801086426,6.833384990692139,,7.639999866485596,,17.75048065185547
2010-01-05,14.169359240617608,14.184169814462132,13.996561992967298,14.040995597839355,17395479.961388264,81.7699966430664,1.4365959167480469,1.599078893661499,1118.0999755859375,17.7810001373291,91.58499908447266,10572.01953125,5522.5,1136.52001953125,2308.7099609375,10681.830078125,638.489990234375,3.755000114440918,6.740771293640137,,7.3585710525512695,,17.782485961914062
2010-01-06,14.005916934811117,14.046005387606577,13.805473715049699,13.835540771484375,18989216.650814697,83.18000030517578,1.4404033422470093,1.602384328842163,1135.9000244140625,18.163000106811523,92.35600280761719,10573.6796875,5530.0,1137.1400146484375,2301.090087890625,10731.4501953125,637.9500122070312,3.808000087738037,6.692448616027832,,7.617143154144287,,17.271167755126953
2010-01-07,13.820510674291215,13.87563266898838,13.590002252438245,13.680200576782227,16837320.743073706,82.66000366210938,1.4318032264709473,1.5933969020843506,1133.0999755859375,18.33300018310547,93.38999938964844,10606.8603515625,5526.7001953125,1141.68994140625,2300.050048828125,10681.66015625,641.969970703125,3.822000026702881,6.833384990692139,,7.485713958740234,,17.168363571166992
2010-01-08,13.67519227470263,13.725302143332378,13.469737799025845,13.579981803894043,13847271.73053176,82.75,1.44110906124115,1.602410078048706,1138.199951171875,18.45800018310547,92.66000366210938,10618.1904296875,5534.2001953125,1144.97998046875,2317.169921875,10798.3203125,644.5599975585938,3.808000087738037,6.8132500648498535,,7.614285945892334,,17.179183959960938
2010-01-11,13.620068168258115,13.640111921456787,13.454703142285672,13.514835357666016,12924131.648162132,82.5199966430664,1.4511260986328125,1.6112918853759766,1150.699951171875,18.683000564575195,92.09200286865234,10663.990234375,5538.10009765625,1146.97998046875,2312.409912109375,,643.989990234375,3.818000078201294,6.768959999084473,,7.604286193847656,,17.24952507019043
2010-01-12,13.454700862987869,13.584988581952958,13.419623583994223,13.509821891784668,13183000.906308994,80.79000091552734,1.447659969329834,1.615169644355774,1128.9000244140625,18.243000030517578,91.08000183105469,10627.259765625,5498.7001953125,1136.219970703125,2282.31005859375,10879.1396484375,635.5,3.7190001010894775,6.648154258728027,,7.481429100036621,,17.265756607055664
2010-01-13,13.529865793963957,13.579976599172499,13.29434625200316,13.349467277526855,21342561.520153314,79.6500015258789,1.4523905515670776,1.628611445426941,1136.4000244140625,18.538000106811523,91.43299865722656,10680.76953125,5473.5,1145.6800537109375,2307.89990234375,10735.0302734375,643.5599975585938,3.7829999923706055,6.7528510093688965,,7.708570957183838,,17.244115829467773
2010-01-14,13.349466250477466,13.454699028897664,13.068847100997003,13.123969078063965,21169778.494193073,79.38999938964844,1.4499897956848145,1.6333998441696167,1142.5999755859375,18.64299964904785,91.26699829101562,10710.5498046875,5498.2001953125,1148.4599609375,2316.739990234375,10907.6796875,646.4299926757812,3.7339999675750732,6.712584972381592,,7.284286022186279,,16.892410278320312
2010-01-15,13.154040934998685,13.16406329081362,12.853376951041824,12.923532485961914,32079974.811010525,78.0,1.4390974044799805,1.6269950866699219,1130.0999755859375,18.410999298095703,90.75,10609.650390625,5455.39990234375,1136.030029296875,2287.989990234375,10982.099609375,637.9600219726562,3.6760001182556152,6.696476936340332,,7.278571128845215,,16.546123504638672
2010-01-19,12.988674353802633,13.154039382088948,12.928541181796543,13.128984451293945,17018420.544102486,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,6.768959999084473,,7.314286231994629,,16.897825241088867
2010-01-20,13.043794619510994,13.043794619510994,12.87842961314415,12.943572998046875,19586737.873364605,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,6.6521830558776855,,7.320000171661377,,16.616466522216797
2010-01-21,12.988669347149242,13.018735443670744,12.728093961872304,12.86339282989502,20081775.605245113,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,6.4427924156188965,,7.312857151031494,,16.573183059692383
2010-01-22,12.788229741052852,12.943572386780307,12.708052829981638,12.723085403442383,19232304.55285407,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,6.382391452789307,,7.269999980926514,,16.4162654876709
2010-01-25,12.893463129870282,12.978651227607054,12.688009651055296,12.818297386169434,14983828.007651316,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,6.446819305419922,,7.018570899963379,,16.600234985351562
2010-01-26,12.728098103938516,12.783220095319429,12.557721908565048,12.693020820617676,17122098.401802983,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,6.3219895362854,,7.135714054107666,,16.32428550720215
2010-01-27,12.632883530804298,13.088890932557858,12.577762513190638,12.838337898254395,29561148.97804606,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,6.382391452789307,,7.281428813934326,,16.16196060180664
2010-01-28,12.878430936155771,13.103928173939225,12.672977451253722,12.798254013061523,26087040.013984732,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,6.28977632522583,,9.005714416503906,,15.869775772094727
2010-01-29,12.833333991672827,12.90348857516247,12.703046225345977,12.708057403564453,19503560.34306402,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,6.374338150024414,,8.89285659790039,,15.918473243713379
2010-02-01,12.863397982939155,12.88344173672164,12.667966843584226,12.718076705932617,18427882.40661713,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,6.4186320304870605,,8.718570709228516,,16.02128791809082
2010-02-02,12.713063090050495,12.94858262987313,12.662952285296885,12.873416900634766,15594322.730093691,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,6.559568881988525,,8.835714340209961,,16.086206436157227
2010-02-03,12.843352315474954,12.933551590229687,12.7280981114147,12.818297386169434,11502442.568781802,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,6.430712699890137,,8.850000381469727,,15.794027328491211
2010-02-04,12.74313162494671,12.77319773122885,12.542689323425293,12.542689323425293,16203069.559387237,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,6.249508380889893,,8.619999885559082,,15.491026878356934
2010-02-05,12.587789347781637,12.68299884656657,12.507611468923528,12.647921562194824,25497889.39260996,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,6.209240436553955,,8.691429138183594,,15.550544738769531
2010-02-08,12.622864320388826,12.662952774583882,12.50760917826692,12.517631530761719,13616607.669404708,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,6.124678611755371,,8.699999809265137,,15.350346565246582
2010-02-09,12.617852412691837,12.73811776830529,12.552708081036164,12.657940864562988,17508247.167372108,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,6.197160720825195,,8.875714302062988,,15.555953025817871
2010-02-10,12.642909615742212,12.652931969462681,12.53266659216982,12.587788581848145,13354230.119611712,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,6.16494607925415,,8.784285545349121,,15.620881080627441
2010-02-11,12.552709209287334,12.718074207592029,12.442466195678929,12.622864723205566,13753861.084258392,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,6.173000335693359,,9.05142879486084,,15.712868690490723
2010-02-12,12.542687992725403,12.602820198910038,12.457499904143683,12.562731742858887,17094285.178862438,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,6.17702579498291,,9.025713920593262,,15.653348922729492
2010-02-16,12.677987861277291,12.773198317287507,12.592799759749061,12.688010215759277,12980506.089545801,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,6.309909820556641,,9.265713691711426,,15.788614273071289
2010-02-17,12.733111954739663,12.788233957695471,12.627880082679834,12.728100776672363,9774730.547589287,77.33000183105469,1.3606922626495361,1.5682092905044556,1119.5,16.097999572753906,91.05000305175781,10309.240234375,5276.60009765625,1099.510009765625,2226.2900390625,10306.830078125,624.8300170898438,3.742000102996826,6.305882453918457,,9.215714454650879,,15.766972541809082
2010-02-18,12.728098485268617,12.793242832631272,12.607833100657928,12.647921562194824,13544150.199833311,79.05999755859375,1.3461486101150513,1.5423054695129395,1118.0,16.059999465942383,91.97699737548828,10392.900390625,5325.10009765625,1106.75,2241.7099609375,10335.6904296875,629.3200073242188,3.802999973297119,6.334068775177002,,9.442856788635254,,15.77238941192627
2010-02-19,12.627877232033407,12.72809790340189,12.537677958752784,12.577766418457031,17388185.53708467,79.80999755859375,1.3615074157714844,1.5464078187942505,1121.300048828125,16.413000106811523,91.54000091552734,10402.349609375,5358.2001953125,1109.1700439453125,2243.8701171875,10123.580078125,631.6199951171875,3.7820000648498535,6.4427924156188965,,9.521429061889648,,15.702047348022461
2010-02-22,12.592800714502614,12.607834247365398,12.51262378413657,12.537679672241211,15587813.225137422,80.16000366210938,1.3605626821517944,1.548658847808838,1112.5999755859375,16.222000122070312,91.23500061035156,10383.3798828125,5352.10009765625,1108.010009765625,2242.030029296875,10400.4697265625,632.25,3.7990000247955322,6.519299030303955,,9.324286460876465,,15.69122314453125
2010-02-23,12.527653866690388,12.542687395412706,12.442465782165527,12.442465782165527,14289442.88527079,78.86000061035156,1.3527040481567383,1.5445923805236816,1102.699951171875,15.887999534606934,90.16000366210938,10282.41015625,5315.10009765625,1094.5999755859375,2213.43994140625,10352.099609375,625.0700073242188,3.690999984741211,6.499168395996094,,9.192856788635254,,15.550544738769531
2010-02-24,12.467525669396215,12.502603917042025,12.427437199299812,12.482559204101562,14517451.963282734,80.0,1.354316234588623,1.5417109727859497,1096.5,15.9399995803833,90.27899932861328,10374.16015625,5342.89990234375,1105.239990234375,2235.89990234375,10198.830078125,630.4299926757812,3.694999933242798,6.6119160652160645,,9.241429328918457,,15.669576644897461
2010-02-25,12.407388115908267,12.457498920963369,12.332222386217667,12.412399291992188,14824323.130756022,78.16999816894531,1.3536012172698975,1.5243902206420898,1107.800048828125,16.110000610351562,89.2699966430664,10321.0302734375,5278.2001953125,1102.93994140625,2234.219970703125,10101.9599609375,630.4600219726562,3.6419999599456787,6.499168395996094,,9.372857093811035,,15.626298904418945
2010-02-26,12.4574956779741,12.482550596087192,12.382329012067105,12.432439804077148,14624227.642417867,79.66000366210938,1.3631035089492798,1.523902416229248,1118.300048828125,16.5,88.9209976196289,10325.259765625,5354.5,1104.489990234375,2238.260009765625,10126.0302734375,628.5599975585938,3.5950000286102295,6.619967937469482,,9.435713768005371,,15.653348922729492
2010-03-01,12.482553114150068,12.562730015226407,12.442464663611899,12.527652740478516,12480548.766174316,78.69999694824219,1.356208086013794,1.4978805780410767,1117.800048828125,16.448999404907227,89.1500015258789,10403.7900390625,5405.89990234375,1115.7099609375,2273.570068359375,10172.0595703125,642.6500244140625,3.6059999465942383,6.777011394500732,,9.95714282989502,,15.685815811157227
2010-03-02,12.527657706037548,12.557723816912397,12.382336417870984,12.467524528503418,16737952.907882648,79.68000030517578,1.3620638847351074,1.5028102397918701,1136.9000244140625,17.04400062561035,88.73999786376953,10405.98046875,5484.10009765625,1118.31005859375,2280.7900390625,10221.83984375,648.3099975585938,3.614000082015991,6.764932155609131,,9.854286193847656,,15.831905364990234
2010-03-03,12.542691622265034,12.542691622265034,12.432447619384387,12.472536087036133,10370445.476273164,80.87000274658203,1.3701633214950562,1.5103002786636353,1142.699951171875,17.30900001525879,88.56999969482422,10396.759765625,5533.2001953125,1118.7900390625,2280.679931640625,10253.1396484375,649.260009765625,3.625,6.829360485076904,,9.649999618530273,,15.761564254760742
2010-03-04,12.477543265215777,12.52765407266326,12.427432457768292,12.507609367370605,14397381.387700107,80.20999908447266,1.3584003448486328,1.50360107421875,1132.5999755859375,17.1560001373291,89.16000366210938,10444.1396484375,5527.2001953125,1122.969970703125,2292.31005859375,10145.7197265625,652.469970703125,3.6059999465942383,6.9139227867126465,,9.715714454650879,,15.83731460571289
2010-03-05,12.542684929293424,12.552706324020443,12.437452160496143,12.522640228271484,14010474.334254036,81.5,1.3628991842269897,1.5132943391799927,1134.800048828125,17.36199951171875,90.22000122070312,10566.2001953125,5599.7998046875,1138.699951171875,2326.35009765625,10368.9599609375,666.02001953125,3.681999921798706,7.01861572265625,,9.664285659790039,,15.815669059753418
2010-03-08,12.552708839226314,12.708052435920932,12.477543106900868,12.667963981628418,12368652.930239707,81.87000274658203,1.3616927862167358,1.504189133644104,1123.5999755859375,17.25200080871582,90.28600311279297,10552.51953125,5606.7001953125,1138.5,2332.2099609375,10585.919921875,667.1099853515625,3.7079999446868896,7.070962905883789,,9.811429023742676,,16.0321044921875
2010-03-09,12.69803030316336,12.893461401748628,12.677985597778124,12.808273315429688,21779677.480234206,81.48999786376953,1.3606922626495361,1.5016368627548218,1122.0,17.31800079345703,89.98899841308594,10564.3798828125,5602.2998046875,1140.449951171875,2340.679931640625,10567.650390625,669.6300048828125,3.7009999752044678,7.0508294105529785,,9.991429328918457,,16.183605194091797
2010-03-10,12.833333403132537,12.888454449438882,12.713067998758046,12.788233757019043,11793888.238097943,82.08999633789062,1.3643310070037842,1.4970060586929321,1107.800048828125,16.993999481201172,90.47000122070312,10567.330078125,5640.60009765625,1145.6099853515625,2358.949951171875,10563.919921875,674.9299926757812,3.7200000286102295,7.0588836669921875,,10.182856559753418,,16.097036361694336
2010-03-11,12.738118382208722,12.828317642211914,12.677985223611884,12.828317642211914,10904370.497087084,82.11000061035156,1.3685319423675537,1.507204532623291,1108.0,17.13599967956543,90.64800262451172,10611.83984375,5617.2998046875,1150.239990234375,2368.4599609375,10664.9501953125,677.219970703125,3.7200000286102295,7.074990749359131,,10.170000076293945,,16.14573097229004
2010-03-12,12.873415170131443,12.893458915868054,12.733105126839273,12.838337898254395,8928758.04104507,81.23999786376953,1.376993179321289,1.5216069221496582,1101.5,17.02400016784668,90.54000091552734,10624.6904296875,5625.7001953125,1149.989990234375,2367.659912109375,10751.259765625,676.5900268554688,3.7100000381469727,7.014587879180908,,9.997142791748047,,16.086206436157227
2010-03-15,12.868411055590444,12.92854328157853,12.808277873817858,12.918521881103516,10182631.233077183,79.80000305175781,1.3677457571029663,1.505434513092041,1105.0999755859375,17.08300018310547,90.31999969482422,10642.150390625,5593.89990234375,1150.510009765625,2362.2099609375,10751.98046875,674.4099731445312,3.7039999961853027,7.0588836669921875,,9.942856788635254,,16.156551361083984
2010-03-16,12.95860824610265,13.02375163964233,12.883441542146569,12.953597068786621,8829692.782305118,81.69999694824219,1.3768794536590576,1.5236934423446655,1122.199951171875,17.33300018310547,90.29000091552734,10685.98046875,5620.39990234375,1159.4599609375,2378.010009765625,10721.7099609375,679.5800170898438,3.6530001163482666,7.042777061462402,,10.09000015258789,,16.19442367553711
2010-03-17,13.003701198401018,13.023744941572355,12.953590406796897,12.978645324707031,9072123.326189244,82.93000030517578,1.3738338947296143,1.5317922830581665,1124.0,17.50200080871582,90.40299987792969,10733.669921875,5644.60009765625,1166.2099609375,2389.090087890625,10846.98046875,683.97998046875,3.6419999599456787,7.0790181159973145,,10.131428718566895,,16.313459396362305
2010-03-18,13.008716588682956,13.073860930400159,12.97865048408191,13.05882740020752,8523616.082067227,82.19999694824219,1.361396312713623,1.5253669023513794,1127.4000244140625,17.406999588012695,90.4800033569336,10779.169921875,5642.60009765625,1165.8299560546875,2391.280029296875,10744.0302734375,681.6099853515625,3.671999931335449,7.115259647369385,,10.077142715454102,,16.394624710083008
2010-03-19,13.149023056030273,13.184100327721863,13.023746539540904,13.149023056030273,17973020.93587725,80.68000030517578,1.353692889213562,1.5017945766448975,1107.4000244140625,17.017000198364258,90.5199966430664,10741.98046875,5650.10009765625,1159.9000244140625,2374.409912109375,10824.7197265625,673.8900146484375,3.687000036239624,7.0588836669921875,,10.064286231994629,,16.454145431518555
2010-03-22,13.123973275240413,13.299360658175338,13.06885128054489,13.229205131530762,12296345.904933263,81.25,1.356704831123352,1.5108022689819336,1099.300048828125,16.920000076293945,90.33999633789062,10785.8896484375,5644.5,1165.81005859375,2395.39990234375,,682.9099731445312,3.6630001068115234,7.159552097320557,,10.412857055664062,,16.583999633789062
2010-03-23,13.269290741215935,13.314390371581778,13.194125009200912,13.304368019104004,9088211.549477631,81.91000366210938,1.3468012809753418,1.5021330118179321,1103.5,17.011999130249023,90.36599731445312,10888.830078125,5673.60009765625,1174.1700439453125,2415.239990234375,10774.150390625,690.2999877929688,3.680000066757202,7.284381866455078,,10.422857284545898,,16.762554168701172
2010-03-24,13.239219233915657,13.279307671674268,13.088887831266806,13.159042358398438,10233585.708337054,80.61000061035156,1.3331022262573242,1.4898910522460938,1088.5999755859375,16.625999450683594,92.01399993896484,10836.150390625,5677.89990234375,1167.719970703125,2398.760009765625,10815.0302734375,683.6799926757812,3.8289999961853027,7.320623397827148,,10.338570594787598,,16.4811954498291
2010-03-25,13.244237699598086,13.249248876549737,13.08388386028236,13.103927612304688,12073152.297086002,80.52999877929688,1.3307074308395386,1.4844944477081299,1092.699951171875,16.726999282836914,92.51300048828125,10841.2099609375,5727.7001953125,1165.72998046875,2397.409912109375,10828.849609375,679.0999755859375,3.9010000228881836,7.425319671630859,,10.505714416503906,,16.400033950805664
2010-03-26,13.113945784338684,13.279310747873295,13.083879688000748,13.149023056030273,9049875.329978948,80.0,1.3410038948059082,1.4898022413253784,1104.199951171875,16.893999099731445,92.50700378417969,10850.3603515625,5703.0,1166.5899658203125,2395.1298828125,10996.3701171875,678.969970703125,3.8550000190734863,7.385049343109131,,10.614286422729492,,16.432498931884766
2010-03-29,13.20414678755401,13.314389792663667,13.179090907449021,13.284323692321777,10182376.39504636,82.16999816894531,1.3481086492538452,1.498194694519043,1110.300048828125,17.37299919128418,92.48999786376953,10895.8603515625,5710.7001953125,1173.219970703125,2404.360107421875,10986.4697265625,682.25,3.864000082015991,7.449477195739746,,10.557143211364746,,16.47578239440918
2010-03-30,13.144011243662677,13.19412203898664,12.948580193261538,13.003702163696289,26183291.783392236,82.37000274658203,1.3424079418182373,1.5074089765548706,1104.5,17.31599998474121,92.81999969482422,10907.419921875,5672.2998046875,1173.27001953125,2410.68994140625,11097.1396484375,683.9400024414062,3.868000030517578,7.54611873626709,,10.722857475280762,,16.897825241088867
2010-03-31,12.978652573369272,13.048808103110906,12.903486821874454,12.948586463928223,18393857.82629649,83.76000213623047,1.3508037328720093,1.5183724164962769,1113.300048828125,17.511999130249023,93.5199966430664,10856.6298828125,5679.60009765625,1169.4300537109375,2397.9599609375,11089.9404296875,678.6400146484375,3.8329999446868896,7.582360744476318,,10.534285545349121,,16.784198760986328
2010-04-01,13.053815273650615,13.133992183942366,12.983660716091375,13.083882331848145,10301590.253766485,84.87000274658203,1.3584003448486328,1.5291922092437744,1125.0999755859375,17.875999450683594,93.8499984741211,10927.0703125,5744.89990234375,1178.0999755859375,2402.580078125,11244.400390625,683.97998046875,3.8589999675750732,7.594443321228027,,10.714285850524902,,16.92487907409668
2010-04-05,13.179093742334668,13.209160804928223,13.093905643221538,13.184104919433594,12013120.124297367,86.62000274658203,1.34890878200531,1.5298004150390625,1132.9000244140625,18.104000091552734,94.33000183105469,10973.5498046875,,1187.43994140625,2429.530029296875,11339.2998046875,697.6500244140625,3.99399995803833,7.616696357727051,,11.427143096923828,,17.02227210998535
2010-04-06,13.164061166822194,13.209160804928223,13.10392799741939,13.184104919433594,10708439.916581225,86.83999633789062,1.3401951789855957,1.5270905494689941,1135.0999755859375,17.91699981689453,93.79399871826172,10969.990234375,5780.39990234375,1189.43994140625,2436.81005859375,11282.3203125,701.47998046875,3.9679999351501465,7.592419624328613,,11.90999984741211,,16.881591796875
2010-04-07,13.240123224390386,13.255400639313573,12.975320526793062,13.061890602111816,15974616.058633905,85.87999725341797,1.3348461389541626,1.5242043733596802,1152.300048828125,18.184999465942383,93.30899810791016,10897.51953125,5762.10009765625,1182.449951171875,2431.159912109375,11292.830078125,699.4600219726562,3.86299991607666,7.402200222015381,,11.390000343322754,,16.615114212036133
2010-04-08,13.041520619383842,13.270675996737276,13.036428148159601,13.250307083129883,18615458.959157962,85.38999938964844,1.336112380027771,1.5283042192459106,1152.199951171875,18.115999221801758,93.41999816894531,10927.0703125,5712.7001953125,1186.43994140625,2436.81005859375,11168.2001953125,699.6400146484375,3.8959999084472656,7.458863258361816,,11.6899995803833,,16.571165084838867
2010-04-09,13.296134286180791,13.499828216401959,13.270671937847348,13.464181900024414,20238029.737613324,84.91999816894531,1.3500925302505493,1.536995530128479,1161.0999755859375,18.34000015258789,93.16000366210938,10997.349609375,5771.0,1194.3699951171875,2454.050048828125,11204.33984375,702.9500122070312,3.888000011444092,7.487192630767822,,11.774286270141602,,16.527206420898438
2010-04-12,13.530384031111284,13.581307763895767,13.413260125609563,13.433629035949707,11681706.967386434,84.33999633789062,1.3596007823944092,1.5373972654342651,1161.5999755859375,18.402999877929688,93.18299865722656,11005.9697265625,5777.7001953125,1196.47998046875,2457.8701171875,11251.900390625,705.0599975585938,3.8459999561309814,7.539805889129639,,11.882857322692871,,16.450286865234375
2010-04-13,13.403076243513743,13.459092451130378,13.250306004382276,13.341968536376953,19358941.16483379,84.05000305175781,1.3608589172363281,1.5377753973007202,1152.800048828125,18.238000869750977,93.18000030517578,11019.419921875,5761.7001953125,1197.300048828125,2465.989990234375,11161.23046875,707.030029296875,3.811000108718872,7.555993556976318,,12.34000015258789,,16.52170753479004
2010-04-14,13.32668603329365,13.362332344055176,13.25030094290622,13.362332344055176,14111926.720595302,85.83999633789062,1.3655978441238403,1.5472211837768555,1159.0,18.40399932861328,93.31800079345703,11123.1103515625,5796.2998046875,1210.6500244140625,2504.860107421875,11204.900390625,722.4000244140625,3.8550000190734863,7.661218643188477,,12.510000228881836,,16.400835037231445
2010-04-15,13.321593564429271,13.392886185952323,13.260485880634976,13.362332344055176,14254207.044127863,85.51000213623047,1.3574045896530151,1.54655122756958,1159.699951171875,18.423999786376953,93.04000091552734,11144.5703125,5825.0,1211.6700439453125,2515.68994140625,11273.7900390625,724.2100219726562,3.8480000495910645,7.632889270782471,,12.40428638458252,,16.230506896972656
2010-04-16,13.341971134951933,13.418356269394966,13.194292366577677,13.204477310180664,16286115.932333773,83.23999786376953,1.3504024744033813,1.536405086517334,1136.300048828125,17.66900062561035,92.1500015258789,11018.66015625,5744.0,1192.1300048828125,2481.260009765625,11102.1796875,714.6199951171875,3.7699999809265137,7.41434383392334,,12.187143325805664,,16.25249481201172
2010-04-19,13.285951279293064,13.469276328801437,13.214658636168437,13.433629035949707,16957691.099973343,81.44999694824219,1.348726749420166,1.533530592918396,1135.199951171875,17.725000381469727,92.45999908447266,11092.0498046875,5727.89990234375,1197.52001953125,2480.110107421875,10908.76953125,711.4000244140625,3.806999921798706,7.519570350646973,,12.114286422729492,,16.334896087646484
2010-04-20,13.454004089499211,13.616959320020445,13.423450226598925,13.576220512390137,17558290.06302478,83.44999694824219,1.343508243560791,1.5363816022872925,1138.5999755859375,17.815000534057617,93.1709976196289,11117.0595703125,5783.7001953125,1207.1700439453125,2500.31005859375,10900.6796875,721.5499877929688,3.805000066757202,7.503381252288818,,12.438570976257324,,16.35137939453125
2010-04-21,13.616957329295442,13.622049800915962,13.311415831091733,13.413263320922852,22788187.072188005,83.68000030517578,1.3389928340911865,1.5413308143615723,1148.199951171875,18.072999954223633,93.05400085449219,11124.919921875,5723.39990234375,1205.93994140625,2504.610107421875,11090.0498046875,726.1900024414062,3.73799991607666,7.499334335327148,,12.425713539123535,,16.241497039794922
