Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,COP,HAL,KMI,MRO,SLB
2010-01-04,43.39286543020482,43.73384602746078,43.058200626658895,43.66438674926758,17559902.68625845,81.51000213623047,1.4423978328704834,1.6113698482513428,1117.699951171875,17.440000534057617,92.49500274658203,10583.9599609375,5500.2998046875,1132.989990234375,2308.419921875,10654.7900390625,640.0999755859375,3.8410000801086426,26.59975242614746,25.859865188598633,,15.195265769958496,49.59526443481445
2010-01-05,43.6896398696165,43.853811946086076,43.44337693737366,43.834869384765625,19053645.464027,81.7699966430664,1.4365959167480469,1.599078893661499,1118.0999755859375,17.7810001373291,91.58499908447266,10572.01953125,5522.5,1136.52001953125,2308.7099609375,10681.830078125,638.489990234375,3.755000114440918,26.625043869018555,26.190874099731445,,15.209461212158203,49.73567581176758
2010-01-06,43.8538219176435,44.579984111120574,43.78436263198241,44.2137451171875,22128784.744261093,83.18000030517578,1.4404033422470093,1.602384328842163,1135.9000244140625,18.163000106811523,92.35600280761719,10573.6796875,5530.0,1137.1400146484375,2301.090087890625,10731.4501953125,637.9500122070312,3.808000087738037,26.817279815673828,26.81151008605957,,15.545450210571289,50.84418487548828
2010-01-07,44.137961129107005,44.238989720217475,43.83486572069944,44.0748176574707,17170297.948769603,82.66000366210938,1.4318032264709473,1.5933969020843506,1133.0999755859375,18.33300018310547,93.38999938964844,10606.8603515625,5526.7001953125,1141.68994140625,2300.050048828125,10681.66015625,641.969970703125,3.822000026702881,26.711040496826172,26.877710342407227,,15.450800895690918,51.36887741088867
2010-01-08,44.005351809524214,44.04323692333018,43.708572237944544,43.89800262451172,15717784.155529033,82.75,1.44110906124115,1.602410078048706,1138.199951171875,18.45800018310547,92.66000366210938,10618.1904296875,5534.2001953125,1144.97998046875,2317.169921875,10798.3203125,644.5599975585938,3.808000087738037,26.943750381469727,28.23482894897461,,15.474472999572754,52.21137237548828
2010-01-11,44.16321692320878,44.529450964501244,43.98009749379365,44.39053726196289,19375868.801605582,82.5199966430664,1.4511260986328125,1.6112918853759766,1150.699951171875,18.683000564575195,92.09200286865234,10663.990234375,5538.10009765625,1146.97998046875,2312.409912109375,,643.989990234375,3.818000078201294,27.10057830810547,27.953481674194336,,15.474472999572754,52.21137237548828
2010-01-12,44.02431086955103,44.19479876312498,43.898019080293324,44.16954040527344,19888417.78380858,80.79000091552734,1.447659969329834,1.615169644355774,1128.9000244140625,18.243000030517578,91.08000183105469,10627.259765625,5498.7001953125,1136.219970703125,2282.31005859375,10879.1396484375,635.5,3.7190001010894775,26.523860931396484,27.548006057739258,,15.261515617370605,51.428009033203125
2010-01-13,44.17587162038946,44.22638835372733,43.733862247535214,43.99275207519531,15713122.843570797,79.6500015258789,1.4523905515670776,1.628611445426941,1136.4000244140625,18.538000106811523,91.43299865722656,10680.76953125,5473.5,1145.6800537109375,2307.89990234375,10735.0302734375,643.5599975585938,3.7829999923706055,26.690805435180664,28.176908493041992,,15.209461212158203,52.35917282104492
2010-01-14,43.91064449440157,44.03693144836489,43.79066851585949,43.999046325683594,11764314.418690614,79.38999938964844,1.4499897956848145,1.6333998441696167,1142.5999755859375,18.64299964904785,91.26699829101562,10710.5498046875,5498.2001953125,1148.4599609375,2316.739990234375,10907.6796875,646.4299926757812,3.7339999675750732,26.802095413208008,28.392059326171875,,15.129015922546387,52.68431854248047
2010-01-15,43.980106401165195,44.005364756979915,43.34866195841347,43.63912582397461,18571980.805769373,78.0,1.4390974044799805,1.6269950866699219,1130.0999755859375,18.410999298095703,90.75,10609.650390625,5455.39990234375,1136.030029296875,2287.989990234375,10982.099609375,637.9600219726562,3.6760001182556152,26.822343826293945,28.160350799560547,,14.97284984588623,52.34440231323242
2010-01-19,43.40548191273445,43.79066333959229,43.20341991975476,43.74014663696289,16469267.877246153,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,27.171396255493164,28.632038116455078,,15.20473575592041,52.418277740478516
2010-01-20,43.291829548995146,43.354977847440715,42.894021283497516,42.9571647644043,21866605.37853259,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,26.842588424682617,27.531444549560547,,15.233119010925293,51.058494567871094
2010-01-21,43.0139948086077,43.03293737004213,41.99105313330212,42.117340087890625,24698316.57527788,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,26.427743911743164,26.919078826904297,,14.906597137451172,50.48206329345703
2010-01-22,42.00368130357046,42.39517858392224,41.67533232015895,41.73847579956055,24680321.23332686,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,25.59809112548828,25.777118682861328,,14.47122859954834,48.213294982910156
2010-01-25,42.0226300020758,42.155232758242555,41.4795873906088,41.58061599731445,18504542.719796374,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,25.67397689819336,25.710908889770508,,14.532748222351074,48.6345329284668
2010-01-26,41.44801321973359,42.142601149669616,41.359611382334755,41.62481689453125,21521710.57446611,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,25.512086868286133,25.553680419921875,,14.386045455932617,48.590206146240234
2010-01-27,41.46064368792598,41.713217606514625,41.04388805068507,41.38486862182617,22557405.150440738,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,25.198444366455078,25.164749145507812,,14.37185287475586,48.55323791503906
2010-01-28,41.5806084238189,41.5806084238189,40.77236044723275,41.01862335205078,23584319.58230474,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,24.459829330444336,24.535839080810547,,14.277205467224121,47.76249313354492
2010-01-29,41.13860452439704,41.5616711254525,40.42506925354681,40.683963775634766,25813763.3594925,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,24.28277015686035,24.171728134155273,,14.106847763061523,46.8978385925293
2010-02-01,41.53010308995562,41.934232006418796,41.264897553325405,41.788997650146484,23807352.238411084,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,24.82406997680664,25.363357543945312,,14.504353523254395,47.88074493408203
2010-02-02,42.13627990943901,42.38254279899466,41.972103043889355,42.28150939941406,21505666.64670445,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,25.37042808532715,25.45438575744629,,14.622657775878906,48.863624572753906
2010-02-03,42.231010554624405,42.45202000526394,42.02894848757031,42.05420684814453,15170266.162351457,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,25.289487838745117,25.12337875366211,,14.37185287475586,48.767555236816406
2010-02-04,41.84583220265494,41.896348927685885,40.84183758475015,40.867095947265625,21379577.903331142,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,24.36370849609375,23.882102966308594,,13.657285690307617,46.18838882446289
2010-02-05,40.85445423964245,40.98074602094369,40.13461035638083,40.9176025390625,26708521.788395926,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,24.272645950317383,23.410419464111328,,13.46799373626709,45.863224029541016
2010-02-08,41.25445192151028,41.62307527010379,40.89217587120683,40.89853286743164,19397027.406244107,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,23.96405792236328,23.25319480895996,,13.269237518310547,45.907569885253906
2010-02-09,41.38156043418052,41.762897753862724,41.03199839590769,41.438758850097656,23034930.04491982,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,24.53065299987793,24.06415557861328,,13.543707847595215,47.11955642700195
2010-02-10,41.36250953226324,41.451488111333916,40.77779177009337,41.21632766723633,13791167.875524748,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,24.414304733276367,24.188278198242188,,13.43486499786377,47.038265228271484
2010-02-11,41.11462660270077,41.61672262112522,40.93666950229054,41.46418380737305,14970833.451878972,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,24.738069534301758,24.957874298095703,,13.643085479736328,47.85856246948242
2010-02-12,41.07013810692058,41.40062917838687,40.854043874488184,41.184539794921875,19471261.398821164,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,24.621721267700195,24.842018127441406,,13.652629852294922,47.67322540283203
2010-02-16,41.591292816357715,42.188719436371095,41.36248948138526,42.12516403198242,19394164.02525735,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,25.25407600402832,25.694364547729492,,14.168001174926758,48.674129486083984
2010-02-17,42.163301060997995,42.23321346840187,41.67391905813792,41.794677734375,13869146.425734356,77.33000183105469,1.3606922626495361,1.5682092905044556,1119.5,16.097999572753906,91.05000305175781,10309.240234375,5276.60009765625,1099.510009765625,2226.2900390625,10306.830078125,624.8300170898438,3.742000102996826,24.940425872802734,25.71919059753418,,14.139373779296875,48.511016845703125
2010-02-18,41.82010338185021,42.004412631753695,41.53409673920203,41.921791076660156,14323511.856745508,79.05999755859375,1.3461486101150513,1.5423054695129395,1118.0,16.059999465942383,91.97699737548828,10392.900390625,5325.10009765625,1106.75,2241.7099609375,10335.6904296875,629.3200073242188,3.802999973297119,24.976198196411133,26.09984588623047,,14.292076110839844,48.79274368286133
2010-02-19,41.686627752161435,42.099745196292126,41.58494006455665,41.86458969116211,15421701.543391585,79.80999755859375,1.3615074157714844,1.5464078187942505,1121.300048828125,16.413000106811523,91.54000091552734,10402.349609375,5358.2001953125,1109.1700439453125,2243.8701171875,10123.580078125,631.6199951171875,3.7820000648498535,24.99152946472168,26.30672264099121,,14.301617622375488,47.37664794921875
2010-02-22,42.010768754436604,42.02348274662809,41.47054046151303,41.56587600708008,13009801.104751468,80.16000366210938,1.3605626821517944,1.548658847808838,1112.5999755859375,16.222000122070312,91.23500061035156,10383.3798828125,5352.10009765625,1108.010009765625,2242.030029296875,10400.4697265625,632.25,3.7990000247955322,24.88932991027832,25.669532775878906,,14.082109451293945,45.64915084838867
2010-02-23,41.47689017791066,41.66755638661324,40.77141405308832,41.27350997924805,21210604.702844847,78.86000061035156,1.3527040481567383,1.5445923805236816,1102.699951171875,15.887999534606934,90.16000366210938,10282.41015625,5315.10009765625,1094.5999755859375,2213.43994140625,10352.099609375,625.0700073242188,3.690999984741211,24.45490074157715,24.9909725189209,,13.776701927185059,45.137577056884766
2010-02-24,41.3180078552079,41.864593162181556,41.1654690377031,41.66121292114258,13645301.835081711,80.0,1.354316234588623,1.5417109727859497,1096.5,15.9399995803833,90.27899932861328,10374.16015625,5342.89990234375,1105.239990234375,2235.89990234375,10198.830078125,630.4299926757812,3.694999933242798,24.710445404052734,24.833744049072266,,13.9198579788208,45.159793853759766
2010-02-25,41.06377908511099,41.41969327512898,40.91124512495573,41.40062713623047,16314160.696835218,78.16999816894531,1.3536012172698975,1.5243902206420898,1107.800048828125,16.110000610351562,89.2699966430664,10321.0302734375,5278.2001953125,1102.93994140625,2234.219970703125,10101.9599609375,630.4600219726562,3.6419999599456787,24.684886932373047,24.825471878051758,,13.810102462768555,45.085655212402344
2010-02-26,41.47689727751064,41.56587582659559,41.26080305189915,41.311649322509766,12793709.34411269,79.66000366210938,1.3631035089492798,1.523902416229248,1118.300048828125,16.5,88.9209976196289,10325.259765625,5354.5,1104.489990234375,2238.260009765625,10126.0302734375,628.5599975585938,3.5950000286102295,24.53156852722168,25.024675369262695,,13.8148775100708,45.30066680908203
2010-03-01,41.54045287166438,41.654854556551385,41.36884791985024,41.56587600708008,11947710.374249792,78.69999694824219,1.356208086013794,1.4978805780410767,1117.800048828125,16.448999404907227,89.1500015258789,10403.7900390625,5405.89990234375,1115.7099609375,2273.570068359375,10172.0595703125,642.6500244140625,3.6059999465942383,24.99664878845215,25.522680282592773,,13.91508960723877,45.53791809082031
2010-03-02,41.73112311344025,41.8137446651342,41.40698420469643,41.62307357788086,15777172.849192763,79.68000030517578,1.3620638847351074,1.5028102397918701,1136.9000244140625,17.04400062561035,88.73999786376953,10405.98046875,5484.10009765625,1118.31005859375,2280.7900390625,10221.83984375,648.3099975585938,3.614000082015991,25.40550422668457,25.904478073120117,,14.010530471801758,46.56850814819336
2010-03-03,41.801031240128815,41.92814691634411,41.55316173271804,41.58494186401367,14160235.112646965,80.87000274658203,1.3701633214950562,1.5103002786636353,1142.699951171875,17.30900001525879,88.56999969482422,10396.759765625,5533.2001953125,1118.7900390625,2280.679931640625,10253.1396484375,649.260009765625,3.625,25.236852645874023,26.311182022094727,,14.063016891479492,46.879913330078125
2010-03-04,41.53409587556864,41.712052974511245,41.36249577272177,41.56587600708008,13957681.013476381,80.20999908447266,1.3584003448486328,1.50360107421875,1132.5999755859375,17.1560001373291,89.16000366210938,10444.1396484375,5527.2001953125,1122.969970703125,2292.31005859375,10145.7197265625,652.469970703125,3.6059999465942383,25.216407775878906,26.103689193725586,,14.115509033203125,46.620399475097656
2010-03-05,41.921790798090484,42.27770500101131,41.80738911158488,42.24592971801758,17057198.982359078,81.5,1.3628991842269897,1.5132943391799927,1134.800048828125,17.36199951171875,90.22000122070312,10566.2001953125,5599.7998046875,1138.699951171875,2326.35009765625,10368.9599609375,666.02001953125,3.681999921798706,25.763254165649414,26.460580825805664,,14.607023239135742,47.309913635253906
2010-03-08,42.4365980762167,42.44931206922122,42.09339784857593,42.252288818359375,12900167.167554142,81.87000274658203,1.3616927862167358,1.504189133644104,1123.5999755859375,17.25200080871582,90.28600311279297,10552.51953125,5606.7001953125,1138.5,2332.2099609375,10585.919921875,667.1099853515625,3.7079999446868896,25.926803588867188,26.070478439331055,,14.697693824768066,47.806678771972656
2010-03-09,42.15061136862991,42.70355388716978,42.08705592774436,42.442970275878906,18433329.345761698,81.48999786376953,1.3606922626495361,1.5016368627548218,1122.0,17.31800079345703,89.98899841308594,10564.3798828125,5602.2998046875,1140.449951171875,2340.679931640625,10567.650390625,669.6300048828125,3.7009999752044678,25.988130569458008,25.655479431152344,,14.73586654663086,47.52491760253906
2010-03-10,42.68445913096679,42.84970219672284,42.44294182891922,42.722591400146484,15768525.590097677,82.08999633789062,1.3643310070037842,1.4970060586929321,1107.800048828125,16.993999481201172,90.47000122070312,10567.330078125,5640.60009765625,1145.6099853515625,2358.949951171875,10563.919921875,674.9299926757812,3.7200000286102295,26.304994583129883,25.431377410888672,,15.026956558227539,47.59907913208008
2010-03-11,42.830636062132996,42.93868072411951,42.57005747446164,42.722591400146484,12302860.394987436,82.11000061035156,1.3685319423675537,1.507204532623291,1108.0,17.13599967956543,90.64800262451172,10611.83984375,5617.2998046875,1150.239990234375,2368.4599609375,10664.9501953125,677.219970703125,3.7200000286102295,26.218109130859375,25.51437759399414,,15.112853050231934,47.37664794921875
2010-03-12,42.951404597664784,42.951404597664784,42.26499450066871,42.455665588378906,14847915.015424397,81.23999786376953,1.376993179321289,1.5216069221496582,1101.5,17.02400016784668,90.54000091552734,10624.6904296875,5625.7001953125,1149.989990234375,2367.659912109375,10751.259765625,676.5900268554688,3.7100000381469727,26.412330627441406,26.145177841186523,,15.022186279296875,47.85115432739258
2010-03-15,42.37304157328319,42.385755565962214,41.883659532424836,42.13788604736328,14026894.453372894,79.80000305175781,1.3677457571029663,1.505434513092041,1105.0999755859375,17.08300018310547,90.31999969482422,10642.150390625,5593.89990234375,1150.510009765625,2362.2099609375,10751.98046875,674.4099731445312,3.7039999961853027,26.396995544433594,25.75507354736328,,14.902887344360352,47.68062973022461
2010-03-16,42.29679249958434,42.37941408637915,41.94723030743469,42.30950164794922,22310651.341562048,81.69999694824219,1.3768794536590576,1.5236934423446655,1122.199951171875,17.33300018310547,90.29000091552734,10685.98046875,5620.39990234375,1159.4599609375,2378.010009765625,10721.7099609375,679.5800170898438,3.6530001163482666,26.662744522094727,26.319477081298828,,15.131941795349121,48.57774353027344
2010-03-17,42.52559023713465,43.08488482031293,42.45567780811629,42.81159210205078,24640816.668006945,82.93000030517578,1.3738338947296143,1.5317922830581665,1124.0,17.50200080871582,90.40299987792969,10733.669921875,5644.60009765625,1166.2099609375,2389.090087890625,10846.98046875,683.97998046875,3.6419999599456787,27.07671356201172,26.99178695678711,,15.427803993225098,49.37847900390625
2010-03-18,42.90056274568541,43.053096722181344,42.589137796057315,42.830650329589844,16477311.695752107,82.19999694824219,1.361396312713623,1.5253669023513794,1127.4000244140625,17.406999588012695,90.4800033569336,10779.169921875,5642.60009765625,1165.8299560546875,2391.280029296875,10744.0302734375,681.6099853515625,3.671999931335449,26.938720703125,26.21158218383789,,15.318052291870117,48.3775634765625
2010-03-19,42.60819625854492,43.14842450004584,42.22050196605168,42.60819625854492,28958955.09324101,80.68000030517578,1.353692889213562,1.5017945766448975,1107.4000244140625,17.017000198364258,90.5199966430664,10741.98046875,5650.10009765625,1159.9000244140625,2374.409912109375,10824.7197265625,673.8900146484375,3.687000036239624,26.76495933532715,25.315170288085938,,15.260786056518555,47.68803787231445
