Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,CF,DD,IP,MOS,NEM
2010-01-04,31.622600962261558,32.00156606537466,31.59963426525027,31.947975158691406,13843663.368000183,81.51000213623047,1.4423978328704834,1.6113698482513428,1117.699951171875,17.440000534057617,92.49500274658203,10583.9599609375,5500.2998046875,1132.989990234375,2308.419921875,10654.7900390625,640.0999755859375,3.8410000801086426,13.860392570495605,26.014875411987305,16.17987632751465,51.47246551513672,38.47781753540039
2010-01-05,31.96710631892355,32.34607130703361,31.82164282736764,32.13936233520508,13254616.154761488,81.7699966430664,1.4365959167480469,1.599078893661499,1118.0999755859375,17.7810001373291,91.58499908447266,10572.01953125,5522.5,1136.52001953125,2308.7099609375,10681.830078125,638.489990234375,3.755000114440918,14.085258483886719,27.17386817932129,16.751354217529297,52.6735725402832,38.581058502197266
2010-01-06,32.48388627909048,33.67820414005521,32.44943331400764,33.421730041503906,23496805.17082644,83.18000030517578,1.4404033422470093,1.602384328842163,1135.9000244140625,18.163000106811523,92.35600280761719,10573.6796875,5530.0,1137.1400146484375,2301.090087890625,10731.4501953125,637.9500122070312,3.808000087738037,14.672337532043457,27.655296325683594,16.560861587524414,54.69209289550781,39.399044036865234
2010-01-07,33.12313778271546,33.22649371528003,32.541292654461515,32.78245162963867,14928341.554703847,82.66000366210938,1.4318032264709473,1.5933969020843506,1133.0999755859375,18.33300018310547,93.38999938964844,10606.8603515625,5526.7001953125,1141.68994140625,2300.050048828125,10681.66015625,641.969970703125,3.822000026702881,14.524436950683594,27.673124313354492,15.929861068725586,54.85057067871094,39.144927978515625
2010-01-08,32.89731062813872,33.76242279007936,32.46475162668254,33.724143981933594,16317126.855044879,82.75,1.44110906124115,1.602410078048706,1138.199951171875,18.45800018310547,92.66000366210938,10618.1904296875,5534.2001953125,1144.97998046875,2317.169921875,10798.3203125,644.5599975585938,3.808000087738037,14.836835861206055,27.771203994750977,16.03105354309082,55.63461685180664,39.40699005126953
2010-01-11,34.439948963016114,34.661970005463125,33.33367542592366,33.72029495239258,23680536.510200992,82.5199966430664,1.4511260986328125,1.6112918853759766,1150.699951171875,18.683000564575195,92.09200286865234,10663.990234375,5538.10009765625,1146.97998046875,2312.409912109375,,643.989990234375,3.818000078201294,14.820231437683105,27.42350196838379,15.840570449829102,55.309326171875,39.851749420166016
2010-01-12,33.08869252259149,33.15376675885667,31.951794623378884,32.449424743652344,26157215.514464844,80.79000091552734,1.447659969329834,1.615169644355774,1128.9000244140625,18.243000030517578,91.08000183105469,10627.259765625,5498.7001953125,1136.219970703125,2282.31005859375,10879.1396484375,635.5,3.7190001010894775,14.290507316589355,27.51265525817871,15.882232666015625,52.123050689697266,38.53341293334961
2010-01-13,32.71018956007098,33.13584406273686,31.851209470087422,33.03614044189453,18824042.34178394,79.6500015258789,1.4523905515670776,1.628611445426941,1136.4000244140625,18.538000106811523,91.43299865722656,10680.76953125,5473.5,1145.6800537109375,2307.89990234375,10735.0302734375,643.5599975585938,3.7829999923706055,14.325228691101074,27.414579391479492,15.84652042388916,52.16477584838867,38.716068267822266
2010-01-14,33.12816400435369,33.247039453301475,32.407237302432364,32.625816345214844,14328055.661579149,79.38999938964844,1.4499897956848145,1.6333998441696167,1142.5999755859375,18.64299964904785,91.26699829101562,10710.5498046875,5498.2001953125,1148.4599609375,2316.739990234375,10907.6796875,646.4299926757812,3.7339999675750732,14.064133644104004,27.218456268310547,15.61435317993164,50.74678421020508,38.45398712158203
2010-01-15,32.59514682737568,32.84440441765852,32.20017081039686,32.326717376708984,19890402.233158994,78.0,1.4390974044799805,1.6269950866699219,1130.0999755859375,18.410999298095703,90.75,10609.650390625,5455.39990234375,1136.030029296875,2287.989990234375,10982.099609375,637.9600219726562,3.6760001182556152,14.40068244934082,26.73701286315918,15.525059700012207,51.34733963012695,37.81070327758789
2010-01-19,32.48777111299075,32.51461405480686,31.9815878347003,32.44175338745117,17592940.765415862,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,15.182440757751465,27.35218048095703,16.048912048339844,52.581809997558594,38.469871520996094
2010-01-20,31.881896130045266,32.23852559057202,31.13795871384354,32.02761459350586,26563287.39354861,77.62000274658203,1.4110342264175415,1.6298059225082397,1112.300048828125,17.865999221801758,91.19200134277344,10603.150390625,5420.7998046875,1138.0400390625,2291.25,10737.51953125,639.6099853515625,3.6589999198913574,14.93946361541748,27.066890716552734,15.644120216369629,51.7393684387207,36.85770034790039
2010-01-21,31.755346334019148,31.7898603690009,29.14390040499403,29.251272201538086,52703676.10344171,76.08000183105469,1.4097015857696533,1.620509147644043,1102.699951171875,17.496000289916992,90.39299774169922,10389.8798828125,5335.10009765625,1116.47998046875,2265.699951171875,10868.41015625,628.3599853515625,3.6110000610351562,14.824766159057617,25.56020164489746,14.554747581481934,50.10451889038086,35.29316711425781
2010-01-22,28.315588248772965,29.69609062655965,27.820911643337183,28.465145111083984,46495241.254846744,74.54000091552734,1.414107084274292,1.611006498336792,1089.199951171875,16.917999267578125,89.80999755859375,10172.98046875,5303.0,1091.760009765625,2205.2900390625,10590.5498046875,617.1199951171875,3.5980000495910645,14.507830619812012,24.74889373779297,14.542842864990234,48.90342330932617,35.28521728515625
2010-01-25,28.84862604236565,29.17840957020863,28.49966480118611,28.607036590576172,25047953.617596123,75.26000213623047,1.4150075912475586,1.6250121593475342,1095.199951171875,17.131000518798828,90.41500091552734,10196.8603515625,5260.2998046875,1096.780029296875,2210.800048828125,10512.6904296875,618.1099853515625,3.630000114440918,14.509345054626465,25.32840347290039,14.584513664245605,49.01185989379883,35.0469856262207
2010-01-26,28.173705118168332,28.373109389854424,27.445107298312877,27.606164932250977,33056993.400515247,74.70999908447266,1.4082324504852295,1.614700198173523,1097.9000244140625,16.84600067138672,89.62999725341797,10194.2900390625,5276.89990234375,1092.1700439453125,2203.72998046875,10325.2802734375,612.1599731445312,3.630000114440918,14.510854721069336,25.043113708496094,14.566656112670898,48.861717224121094,35.13432693481445
2010-01-27,27.33006920536976,27.7480555286921,26.382895093304594,27.32240104675293,37528899.66093364,73.66999816894531,1.4030951261520386,1.6178088188171387,1084.4000244140625,16.42799949645996,89.94999694824219,10236.16015625,5217.5,1097.5,2221.409912109375,10252.080078125,618.3800048828125,3.6440000534057617,14.54858112335205,25.176837921142578,14.215435028076172,48.41130065917969,35.094627380371094
2010-01-28,27.83625930574134,27.901451835357122,25.99942913750569,26.39056968688965,48689795.996208586,73.63999938964844,1.3968042135238647,1.614309310913086,1083.5999755859375,16.20199966430664,89.77799987792969,10120.4599609375,5145.7001953125,1084.530029296875,2179.0,10414.2900390625,607.9299926757812,3.6579999923706055,14.382568359375,24.401206970214844,13.733257293701172,46.342735290527344,34.935791015625
2010-01-29,26.785545555199466,27.333911183760303,25.38587076230453,25.573774337768555,39249012.23102067,72.88999938964844,1.3866932392120361,1.5984909534454346,1083.0,16.183000564575195,90.2699966430664,10067.330078125,5188.5,1073.8699951171875,2147.35009765625,10198.0400390625,602.0399780273438,3.6089999675750732,14.01432991027832,24.15157699584961,13.638010025024414,44.632816314697266,34.03837203979492
2010-02-01,26.125964185644413,27.471952645934454,26.095288628153067,27.452777862548828,37456343.482243836,74.43000030517578,1.3926994800567627,1.595252513885498,1104.300048828125,16.652999877929688,90.76000213623047,10185.5302734375,5247.39990234375,1089.18994140625,2171.199951171875,10205.01953125,609.25,3.6540000438690186,14.37955093383789,25.524538040161133,14.227337837219238,46.93492126464844,36.166770935058594
2010-02-02,28.09318053945335,28.24273449719548,27.295557481054413,27.80557632446289,39323395.718301006,77.2300033569336,1.3976240158081055,1.599206805229187,1117.4000244140625,16.736000061035156,90.4280014038086,10296.849609375,5283.2998046875,1103.3199462890625,2190.06005859375,10371.08984375,614.0499877929688,3.634999990463257,14.530475616455078,24.579509735107422,14.298772811889648,47.0434684753418,35.952327728271484
2010-02-03,27.50263664484147,28.066341451762206,26.708849019455187,27.019460678100586,35467356.664616205,76.9800033569336,1.3901052474975586,1.5920017957687378,1111.4000244140625,16.309999465942383,90.83999633789062,10270.5498046875,5253.2001953125,1097.280029296875,2190.909912109375,10404.330078125,610.6599731445312,3.703000068664551,14.655735969543457,24.58842658996582,13.495136260986328,48.12041091918945,36.4288330078125
2010-02-04,26.27169087273624,26.455755957846954,25.500910648972965,25.59294319152832,41230946.05981313,73.13999938964844,1.3744947910308838,1.5769885778427124,1062.4000244140625,15.343000411987305,89.41000366210938,10002.1796875,5139.2998046875,1063.1099853515625,2125.429931640625,10355.98046875,589.6799926757812,3.609999895095825,14.12148380279541,23.72364616394043,13.185585021972656,45.089935302734375,34.578407287597656
2010-02-05,25.592938809309082,26.95426655555733,25.32067384519169,26.931259155273438,57466541.56462003,71.19000244140625,1.368007779121399,1.565802812576294,1052.199951171875,14.822999954223633,89.22000122070312,10012.23046875,5060.89990234375,1066.18994140625,2141.1201171875,10057.08984375,592.97998046875,3.5460000038146973,14.219581604003906,23.643402099609375,13.495136260986328,46.06669998168945,36.714744567871094
2010-02-08,27.13833492112234,27.606171621731583,26.425079094324246,26.536283493041992,36706890.9690015,71.88999938964844,1.3654673099517822,1.5576082468032837,1065.699951171875,15.07800006866455,89.22000122070312,9908.3896484375,5092.2998046875,1056.739990234375,2126.050048828125,9951.8203125,586.489990234375,3.5920000076293945,13.932836532592773,23.340293884277344,13.399893760681152,45.53239059448242,35.269344329833984
2010-02-09,27.27638930235666,27.97430891606521,27.146010097636044,27.44895362854004,38694050.37251653,73.75,1.378207802772522,1.5693906545639038,1076.699951171875,15.430999755859375,89.76799774169922,10058.6396484375,5111.7998046875,1070.52001953125,2150.8701171875,9932.900390625,595.1699829101562,3.632999897003174,14.458033561706543,24.77565574645996,13.643959999084473,47.510982513427734,36.389129638671875
2010-02-10,27.31090160777828,27.52948073323444,26.52094949221074,27.238040924072266,29629068.221525054,74.5199966430664,1.3753266334533691,1.5612071752548218,1075.800048828125,15.302000045776367,89.93000030517578,10038.3798828125,5132.0,1068.1300048828125,2147.8701171875,9963.990234375,595.8200073242188,3.694000005722046,14.682903289794922,24.526018142700195,13.340363502502441,47.93674850463867,35.9999885559082
2010-02-11,27.48729350155844,28.656885140891376,27.195853745818514,28.442138671875,35164101.75121199,75.27999877929688,1.3681762218475342,1.5702037811279297,1094.199951171875,15.592000007629395,89.80999755859375,10144.1904296875,5161.5,1078.469970703125,2177.409912109375,,605.4600219726562,3.7330000400543213,15.110001564025879,24.83806037902832,13.332250595092773,48.7715950012207,37.135658264160156
2010-02-12,27.767229613092397,28.315592173032936,27.422103970814735,28.25423812866211,33025553.579442054,74.12999725341797,1.363493800163269,1.5698094367980957,1089.5,15.449000358581543,89.94999694824219,10099.1396484375,5142.5,1075.510009765625,2183.530029296875,10092.1904296875,610.719970703125,3.693000078201294,15.167352676391602,24.77565574645996,13.45145034790039,49.11388397216797,36.95298767089844
2010-02-16,28.998172937242277,29.170734281495175,28.70289766292014,29.12088394165039,26468788.89343442,77.01000213623047,1.3767088651657104,1.579005479812622,1119.300048828125,16.149999618530273,90.24400329589844,10268.8095703125,5244.10009765625,1094.8699951171875,2214.18994140625,10034.25,620.8400268554688,3.6640000343322754,15.6306734085083,25.39081573486328,14.36331558227539,50.40788650512695,37.65980911254883
2010-02-17,29.270441487314017,29.3893169646147,28.334768135069606,28.806440353393555,25153021.987849236,77.33000183105469,1.3606922626495361,1.5682092905044556,1119.5,16.097999572753906,91.05000305175781,10309.240234375,5276.60009765625,1099.510009765625,2226.2900390625,10306.830078125,624.8300170898438,3.742000102996826,15.793669700622559,25.622604370117188,14.130875587463379,51.142547607421875,37.5168571472168
2010-02-18,28.61470785988341,29.44684215866828,28.595533072085402,29.373981475830078,29001400.32505604,79.05999755859375,1.3461486101150513,1.5423054695129395,1118.0,16.059999465942383,91.97699737548828,10392.900390625,5325.10009765625,1106.75,2241.7099609375,10335.6904296875,629.3200073242188,3.802999973297119,15.409966468811035,26.33582878112793,14.44079875946045,50.558170318603516,38.44603729248047
2010-02-19,29.143904256442568,29.864831361126623,29.08638280764605,29.588733673095703,23177226.721330147,79.80999755859375,1.3615074157714844,1.5464078187942505,1121.300048828125,16.413000106811523,91.54000091552734,10402.349609375,5358.2001953125,1109.1700439453125,2243.8701171875,10123.580078125,631.6199951171875,3.7820000648498535,15.731731414794922,26.0594539642334,14.452710151672363,50.74181365966797,38.5493049621582
2010-02-22,29.7267677831188,29.79579290572669,29.205248210333867,29.235923767089844,18731852.6257917,80.16000366210938,1.3605626821517944,1.548658847808838,1112.5999755859375,16.222000122070312,91.23500061035156,10383.3798828125,5352.10009765625,1108.010009765625,2242.030029296875,10400.4697265625,632.25,3.7990000247955322,15.657710075378418,26.17535400390625,14.297752380371094,50.65833282470703,37.906005859375
2010-02-23,29.009679353844966,29.201415499044654,28.020320142455844,28.23889923095703,27445725.379547875,78.86000061035156,1.3527040481567383,1.5445923805236816,1102.699951171875,15.887999534606934,90.16000366210938,10282.41015625,5315.10009765625,1094.5999755859375,2213.43994140625,10352.099609375,625.0700073242188,3.690999984741211,15.397878646850586,25.74742317199707,14.309673309326172,49.15562438964844,36.99269485473633
2010-02-24,28.215895188304717,28.541846088810097,27.575497089269412,27.870769500732422,26151432.817817345,80.0,1.354316234588623,1.5417109727859497,1096.5,15.9399995803833,90.27899932861328,10374.16015625,5342.89990234375,1105.239990234375,2235.89990234375,10198.830078125,630.4299926757812,3.694999933242798,15.22567081451416,25.85441017150879,14.24411392211914,48.10370635986328,36.91328811645508
2010-02-25,27.09231876230132,28.46898292424052,26.984946985685188,28.403793334960938,32728287.30262534,78.16999816894531,1.3536012172698975,1.5243902206420898,1107.800048828125,16.110000610351562,89.2699966430664,10321.0302734375,5278.2001953125,1102.93994140625,2234.219970703125,10101.9599609375,630.4600219726562,3.6419999599456787,15.920554161071777,25.2481632232666,14.238158226013184,48.85507583618164,38.93050003051758
2010-02-26,28.534175028306112,28.85629035351624,27.962799199215397,28.821779251098633,20067565.471733276,79.66000366210938,1.3631035089492798,1.523902416229248,1118.300048828125,16.5,88.9209976196289,10325.259765625,5354.5,1104.489990234375,2238.260009765625,10126.0302734375,628.5599975585938,3.5950000286102295,16.048965454101562,25.23925018310547,13.809042930603027,48.746551513671875,39.13697814941406
2010-03-01,29.592550586186213,29.63856830593444,28.898466802533697,29.316450119018555,23059871.921651453,78.69999694824219,1.356208086013794,1.4978805780410767,1117.800048828125,16.448999404907227,89.1500015258789,10403.7900390625,5405.89990234375,1115.7099609375,2273.570068359375,10172.0595703125,642.6500244140625,3.6059999465942383,16.245344161987305,25.578033447265625,14.410990715026855,49.6314811706543,39.9311637878418
